Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK,xG_90,xAG_90,xG+xAG,npxG_90,npxG+xAG_90,Matches
1331,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,24,1996,23,15,1446,16.1,1,0,1,1,0,0,2,0,0.8,0.8,0.8,1.6,13,106,23,0.06,0.00,0.06,0.06,0.06,0.05,0.05,0.10,0.05,0.10,Matches
1332,Justin Kluivert,nl NED,MF,Roma,it Serie A,21,1999,2,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1333,Justin Kluivert,nl NED,"FW,MF",RB Leipzig,de Bundesliga,21,1999,19,8,813,9.0,3,1,4,3,0,0,2,0,3.6,3.6,1.0,4.6,42,11,108,0.33,0.11,0.44,0.33,0.44,0.40,0.11,0.51,0.40,0.51,Matches
1334,Lukas Klünter,de GER,DF,Hertha BSC,de Bundesliga,24,1996,11,11,990,11.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,14,36,15,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
1335,Ansgar Knauff,de GER,"MF,FW",Dortmund,de Bundesliga,18,2002,4,0,71,0.8,1,1,2,1,0,0,0,0,0.1,0.1,1.1,1.2,9,2,7,1.27,1.27,2.54,1.27,2.54,0.10,1.38,1.48,0.10,1.48,Matches
1336,Robin Knoche,de GER,DF,Union Berlin,de Bundesliga,28,1992,34,34,3042,33.8,1,0,1,1,0,0,4,0,1.3,1.3,0.2,1.5,16,102,2,0.03,0.00,0.03,0.03,0.03,0.04,0.01,0.04,0.04,0.04,Matches
1337,Gregor Kobel,ch SUI,GK,Stuttgart,de Bundesliga,22,1997,33,33,2970,33.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1338,Robin Koch,de GER,"DF,MF",Leeds United,eng Premier League,24,1996,17,13,1132,12.6,0,0,0,0,0,0,1,0,0.7,0.7,0.1,0.8,8,49,3,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.07,0.06,0.07,Matches
1339,Giorgi Kochorashvili,ge GEO,MF,Levante,es La Liga,21,1999,3,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0,0,1,0.00,0.00,0.00,0.00,0.00,0.07,0.16,0.23,0.07,0.23,Matches
1340,Kenan Kodro,ba BIH,"FW,MF",Valladolid,es La Liga,26,1993,14,4,459,5.1,0,0,0,0,0,0,1,0,1.3,1.3,0.2,1.4,4,4,15,0.00,0.00,0.00,0.00,0.00,0.25,0.03,0.28,0.25,0.28,Matches
1341,Kenan Kodro,ba BIH,"FW,MF",Athletic Club,es La Liga,26,1993,3,0,44,0.5,1,0,1,0,1,1,1,0,0.8,0.0,0.0,0.0,1,1,2,2.05,0.00,2.05,0.00,0.00,1.66,0.00,1.66,0.05,0.05,Matches
1342,Dominik Kohr,de GER,MF,Mainz 05,de Bundesliga,26,1994,17,14,1268,14.1,1,1,2,1,0,0,3,0,0.9,0.9,0.7,1.6,17,62,25,0.07,0.07,0.14,0.07,0.14,0.07,0.05,0.12,0.07,0.12,Matches
1343,Dominik Kohr,de GER,"MF,DF",Eint Frankfurt,de Bundesliga,26,1994,7,2,260,2.9,0,0,0,0,0,0,1,0,1.0,1.0,0.0,1.0,6,24,12,0.00,0.00,0.00,0.00,0.00,0.35,0.01,0.36,0.35,0.36,Matches
1344,Koba Koindredi,fr FRA,MF,Valencia,es La Liga,18,2001,2,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1345,Koke,es ESP,MF,Atlético Madrid,es La Liga,28,1992,37,34,3021,33.6,1,2,3,1,0,0,9,0,2.0,2.0,3.1,5.1,39,250,42,0.03,0.06,0.09,0.03,0.09,0.06,0.09,0.15,0.06,0.15,Matches
1346,Aleksandr Kokorin,ru RUS,"FW,MF",Fiorentina,it Serie A,29,1991,4,0,94,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,3,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1347,Aleksandar Kolarov,rs SRB,DF,Inter,it Serie A,34,1985,7,4,390,4.3,0,1,1,0,0,0,0,0,0.1,0.1,1.1,1.3,14,41,9,0.00,0.23,0.23,0.00,0.23,0.03,0.26,0.29,0.03,0.29,Matches
1348,Sead Kolašinac,ba BIH,DF,Arsenal,eng Premier League,27,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1349,Sead Kolašinac,ba BIH,"DF,MF",Schalke 04,de Bundesliga,27,1993,17,16,1426,15.8,1,1,2,1,0,0,5,0,0.3,0.3,1.4,1.7,33,51,61,0.06,0.06,0.13,0.06,0.13,0.02,0.09,0.11,0.02,0.11,Matches
1350,Randal Kolo Muani,fr FRA,FW,Nantes,fr Ligue 1,21,1998,37,35,3029,33.7,9,4,13,9,0,0,3,0,9.5,9.5,6.9,16.4,87,40,204,0.27,0.12,0.39,0.27,0.39,0.28,0.21,0.49,0.28,0.49,Matches
1351,Timothée Kolodziejczak,fr FRA,DF,Saint-Étienne,fr Ligue 1,28,1991,24,23,2036,22.6,0,0,0,0,0,0,4,1,0.8,0.8,0.4,1.2,12,89,5,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.05,0.04,0.05,Matches
1352,Ghislain Konan,ci CIV,DF,Reims,fr Ligue 1,24,1995,31,29,2613,29.0,2,1,3,2,0,0,5,0,0.3,0.3,1.1,1.4,106,120,127,0.07,0.03,0.10,0.07,0.10,0.01,0.04,0.05,0.01,0.05,Matches
1353,Ibrahima Konaté,fr FRA,DF,RB Leipzig,de Bundesliga,21,1999,14,8,695,7.7,1,0,1,1,0,0,2,0,0.7,0.7,0.0,0.7,6,29,1,0.13,0.00,0.13,0.13,0.13,0.09,0.00,0.09,0.09,0.09,Matches
1354,Moussa Konaté,sn SEN,FW,Dijon,fr Ligue 1,27,1993,27,13,1196,13.3,5,1,6,4,1,2,4,0,5.2,3.7,0.4,4.2,10,19,72,0.38,0.08,0.45,0.30,0.38,0.39,0.03,0.42,0.28,0.31,Matches
1355,Geoffrey Kondogbia,cf CTA,MF,Valencia,es La Liga,27,1993,5,5,440,4.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,5,18,1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
1356,Geoffrey Kondogbia,cf CTA,MF,Atlético Madrid,es La Liga,27,1993,25,4,611,6.8,0,0,0,0,0,0,4,0,0.2,0.2,0.4,0.6,14,37,4,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.09,0.02,0.09,Matches
1357,Lamine Koné,ci CIV,DF,Strasbourg,fr Ligue 1,31,1989,15,12,1042,11.6,1,0,1,1,0,0,3,0,0.8,0.8,0.0,0.9,10,30,2,0.09,0.00,0.09,0.09,0.09,0.07,0.00,0.07,0.07,0.07,Matches
1358,Moussa Koné,sn SEN,FW,Nîmes,fr Ligue 1,23,1996,33,21,1755,19.5,9,0,9,9,0,0,2,0,6.4,6.4,1.0,7.4,22,26,85,0.46,0.00,0.46,0.46,0.46,0.33,0.05,0.38,0.33,0.38,Matches
1359,Youssouf Koné,ml MLI,"DF,MF",Elche,es La Liga,25,1995,3,1,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1360,Terence Kongolo,nl NED,DF,Fulham,eng Premier League,26,1994,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1361,Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,22,1997,36,35,3196,35.5,2,0,2,2,0,0,3,0,2.4,2.4,0.1,2.5,3,32,5,0.06,0.00,0.06,0.06,0.06,0.07,0.00,0.07,0.07,0.07,Matches
1362,Laurent Koscielny,fr FRA,DF,Bordeaux,fr Ligue 1,34,1985,26,25,2218,24.6,0,2,2,0,0,0,3,0,1.6,1.6,1.1,2.7,1,53,3,0.00,0.08,0.08,0.00,0.08,0.06,0.05,0.11,0.06,0.11,Matches
1363,Filip Kostić,rs SRB,DF,Eint Frankfurt,de Bundesliga,27,1992,30,29,2534,28.2,4,14,18,4,0,0,4,0,4.4,4.4,12.8,17.2,124,108,288,0.14,0.50,0.64,0.14,0.64,0.16,0.45,0.61,0.16,0.61,Matches
1364,Márk Kosznovszky,hu HUN,MF,Parma,it Serie A,18,2002,1,1,90,1.0,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,2,2,3,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0.34,0.34,0.34,Matches
1365,Christian Kouamé,ci CIV,FW,Fiorentina,it Serie A,22,1997,33,9,995,11.1,1,1,2,1,0,0,4,0,3.2,3.2,1.2,4.3,12,16,86,0.09,0.09,0.18,0.09,0.18,0.29,0.10,0.39,0.29,0.39,Matches
1366,Kalidou Koulibaly,sn SEN,DF,Napoli,it Serie A,29,1991,26,25,2209,24.5,0,0,0,0,0,0,10,1,1.0,1.0,0.2,1.2,22,116,6,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches
1367,Jules Koundé,fr FRA,DF,Sevilla,es La Liga,21,1998,34,33,2975,33.1,2,1,3,2,0,0,4,0,2.0,2.0,0.9,2.9,45,167,26,0.06,0.03,0.09,0.06,0.09,0.06,0.03,0.09,0.06,0.09,Matches
1368,Boubakar Kouyaté,ml MLI,DF,Metz,fr Ligue 1,23,1997,25,21,1964,21.8,1,0,1,1,0,0,10,0,2.0,2.0,0.2,2.2,1,23,3,0.05,0.00,0.05,0.05,0.05,0.09,0.01,0.10,0.09,0.10,Matches
1369,Cheikhou Kouyaté,sn SEN,DF,Crystal Palace,eng Premier League,30,1989,36,35,3121,34.7,1,0,1,1,0,0,4,0,0.7,0.7,1.0,1.6,6,32,11,0.03,0.00,0.03,0.03,0.03,0.02,0.03,0.05,0.02,0.05,Matches
1370,Mateo Kovačić,hr CRO,MF,Chelsea,eng Premier League,26,1994,27,21,1815,20.2,0,1,1,0,0,0,4,0,1.0,1.0,1.7,2.7,51,189,37,0.00,0.05,0.05,0.00,0.05,0.05,0.08,0.13,0.05,0.13,Matches
1371,Viktor Kovalenko,ua UKR,FW,Atalanta,it Serie A,24,1996,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1372,Emil Krafth,se SWE,DF,Newcastle Utd,eng Premier League,25,1994,16,14,1288,14.3,1,0,1,1,0,0,4,0,0.3,0.3,0.4,0.7,12,28,25,0.07,0.00,0.07,0.07,0.07,0.02,0.03,0.05,0.02,0.05,Matches
1373,Andrej Kramarić,hr CRO,"FW,MF",Hoffenheim,de Bundesliga,29,1991,28,26,2379,26.4,20,5,25,15,5,5,2,0,14.8,10.8,4.2,15.1,88,106,235,0.76,0.19,0.95,0.57,0.76,0.56,0.16,0.72,0.41,0.57,Matches
1374,Christoph Kramer,de GER,MF,Gladbach,de Bundesliga,29,1991,28,23,2033,22.6,0,2,2,0,0,0,5,0,0.3,0.3,1.0,1.3,20,113,17,0.00,0.09,0.09,0.00,0.09,0.01,0.04,0.06,0.01,0.06,Matches
1375,Jean-Philippe Krasso,ci CIV,FW,Saint-Étienne,fr Ligue 1,23,1997,6,2,223,2.5,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,1,6,20,0.00,0.00,0.00,0.00,0.00,0.12,0.03,0.15,0.12,0.15,Matches
1376,Toni Kroos,de GER,MF,Real Madrid,es La Liga,30,1990,28,24,2117,23.5,3,10,13,3,0,0,6,0,2.3,2.3,6.9,9.1,43,269,47,0.13,0.43,0.55,0.13,0.55,0.10,0.29,0.39,0.10,0.39,Matches
1377,Filip Krovinović,hr CRO,MF,West Brom,eng Premier League,24,1995,11,5,546,6.1,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.4,15,41,21,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.07,0.04,0.07,Matches
1378,Rade Krunić,ba BIH,"MF,FW",Milan,it Serie A,26,1993,25,5,723,8.0,1,2,3,1,0,0,3,0,0.7,0.7,1.0,1.7,9,27,10,0.12,0.25,0.37,0.12,0.37,0.09,0.12,0.21,0.09,0.21,Matches
1379,Max Kruse,de GER,"FW,MF",Union Berlin,de Bundesliga,32,1988,22,19,1629,18.1,11,5,16,6,5,6,0,0,6.8,2.0,4.2,6.2,38,74,116,0.61,0.28,0.88,0.33,0.61,0.38,0.23,0.61,0.11,0.34,Matches
1380,Lukas Kübler,de GER,"DF,MF",Freiburg,de Bundesliga,27,1992,19,11,884,9.8,0,1,1,0,0,0,2,0,0.1,0.1,0.5,0.5,7,37,24,0.00,0.10,0.10,0.00,0.10,0.01,0.05,0.06,0.01,0.06,Matches
1381,Takefusa Kubo,jp JPN,"MF,FW",Villarreal,es La Liga,19,2001,13,2,299,3.3,0,0,0,0,0,0,2,1,1.5,1.5,1.1,2.5,18,15,31,0.00,0.00,0.00,0.00,0.00,0.45,0.32,0.76,0.45,0.76,Matches
1382,Takefusa Kubo,jp JPN,"MF,FW",Getafe,es La Liga,19,2001,18,8,805,8.9,1,1,2,1,0,0,2,0,0.7,0.7,1.2,1.9,21,25,57,0.11,0.11,0.22,0.11,0.22,0.08,0.13,0.21,0.08,0.21,Matches
1383,Juraj Kucka,sk SVK,"MF,FW",Parma,it Serie A,33,1987,28,28,2334,25.9,7,2,9,3,4,4,8,0,7.1,4.0,2.0,5.9,35,77,117,0.27,0.08,0.35,0.12,0.19,0.27,0.08,0.35,0.15,0.23,Matches
1384,Kuki,es ESP,MF,Valladolid,es La Liga,22,1998,2,0,30,0.3,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.00,3.00,3.00,0.00,3.00,0.00,0.07,0.07,0.00,0.07,Matches
1385,Dejan Kulusevski,se SWE,"MF,FW",Juventus,it Serie A,20,2000,35,19,1923,21.4,4,3,7,4,0,0,7,0,3.0,3.0,6.2,9.1,104,70,202,0.19,0.14,0.33,0.19,0.33,0.14,0.29,0.43,0.14,0.43,Matches
1386,Marash Kumbulla,al ALB,DF,Roma,it Serie A,20,2000,21,14,1363,15.1,1,0,1,1,0,0,8,0,0.9,0.9,0.5,1.4,9,43,3,0.07,0.00,0.07,0.07,0.07,0.06,0.03,0.09,0.06,0.09,Matches
1387,Pierre Kunde,cm CMR,MF,Mainz 05,de Bundesliga,25,1995,11,6,513,5.7,0,0,0,0,0,0,1,0,0.2,0.2,0.7,0.9,6,23,7,0.00,0.00,0.00,0.00,0.00,0.03,0.12,0.15,0.03,0.15,Matches
1388,Fabian Kunze,de GER,MF,Arminia,de Bundesliga,22,1998,26,12,1270,14.1,0,0,0,0,0,0,6,0,0.3,0.3,0.5,0.9,13,57,17,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.02,0.06,Matches
1389,Jasmin Kurtić,si SVN,MF,Parma,it Serie A,31,1989,34,31,2739,30.4,4,0,4,4,0,0,5,0,3.7,3.7,2.2,5.9,53,143,78,0.13,0.00,0.13,0.13,0.13,0.12,0.07,0.19,0.12,0.19,Matches
1390,Layvin Kurzawa,fr FRA,DF,Paris S-G,fr Ligue 1,27,1992,19,15,1278,14.2,1,1,2,1,0,0,4,1,1.0,1.0,1.5,2.5,32,60,121,0.07,0.07,0.14,0.07,0.14,0.07,0.11,0.17,0.07,0.17,Matches
1391,Dereck Kutesa,ch SUI,"MF,FW",Reims,fr Ligue 1,22,1997,28,6,687,7.6,1,2,3,1,0,0,2,0,1.0,1.0,0.7,1.7,30,11,68,0.13,0.26,0.39,0.13,0.39,0.14,0.09,0.23,0.14,0.23,Matches
1392,Ahmed Kutucu,tr TUR,"FW,MF",Schalke 04,de Bundesliga,20,2000,7,0,108,1.2,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2,1,10,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.07,0.05,0.07,Matches
1393,Enock Kwateng,fr FRA,DF,Bordeaux,fr Ligue 1,23,1997,18,12,1038,11.5,1,0,1,1,0,0,4,0,0.5,0.5,0.7,1.2,15,44,35,0.09,0.00,0.09,0.09,0.09,0.04,0.06,0.10,0.04,0.10,Matches
1394,Giorgos Kyriakopoulos,gr GRE,DF,Sassuolo,it Serie A,24,1996,23,16,1456,16.2,1,0,1,1,0,0,3,1,1.6,1.6,0.9,2.5,58,59,116,0.06,0.00,0.06,0.06,0.06,0.10,0.06,0.16,0.10,0.16,Matches
1395,Antonino La Gumina,it ITA,FW,Sampdoria,it Serie A,24,1996,9,4,341,3.8,0,0,0,0,0,0,0,0,0.7,0.7,0.0,0.7,5,3,28,0.00,0.00,0.00,0.00,0.00,0.18,0.01,0.19,0.18,0.19,Matches
1396,Gaëtan Laborde,fr FRA,"FW,MF",Montpellier,fr Ligue 1,26,1994,38,38,3256,36.2,16,8,24,16,0,0,3,0,11.4,11.2,4.6,15.8,81,70,238,0.44,0.22,0.66,0.44,0.66,0.31,0.13,0.44,0.31,0.44,Matches
1397,Alexandre Lacazette,fr FRA,FW,Arsenal,eng Premier League,29,1991,31,22,1923,21.4,13,2,15,10,3,3,3,0,11.7,9.3,2.2,11.5,15,55,112,0.61,0.09,0.70,0.47,0.56,0.55,0.10,0.65,0.43,0.54,Matches
1398,Tom Lacoux,fr FRA,MF,Bordeaux,fr Ligue 1,18,2002,13,6,523,5.8,0,0,0,0,0,0,4,1,0.1,0.1,0.1,0.2,3,7,8,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
1399,Maxence Lacroix,fr FRA,DF,Wolfsburg,de Bundesliga,20,2000,30,29,2590,28.8,1,1,2,1,0,0,5,0,1.4,1.4,0.3,1.7,21,126,6,0.03,0.03,0.07,0.03,0.07,0.05,0.01,0.06,0.05,0.06,Matches
1400,Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,21,1999,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1401,Víctor Laguardia,es ESP,DF,Alavés,es La Liga,30,1989,32,30,2631,29.2,0,1,1,0,0,0,5,1,1.3,1.3,0.6,1.9,10,50,3,0.00,0.03,0.03,0.00,0.03,0.04,0.02,0.06,0.04,0.06,Matches
1402,Konrad Laimer,at AUT,"DF,MF",RB Leipzig,de Bundesliga,23,1997,3,1,84,0.9,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,3,5,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.22,0.22,0.22,Matches
1403,Stefan Lainer,at AUT,DF,Gladbach,de Bundesliga,27,1992,33,31,2768,30.8,2,2,4,2,0,0,2,0,1.8,1.8,3.1,5.0,79,136,171,0.07,0.07,0.13,0.07,0.13,0.06,0.10,0.16,0.06,0.16,Matches
1404,Diego Lainez,mx MEX,"FW,MF",Betis,es La Liga,20,2000,21,8,862,9.6,0,2,2,0,0,0,5,0,0.8,0.8,0.5,1.3,49,36,81,0.00,0.21,0.21,0.00,0.21,0.08,0.06,0.14,0.08,0.14,Matches
1405,Kenny Lala,mg MAD,DF,Strasbourg,fr Ligue 1,28,1991,21,21,1834,20.4,3,2,5,0,3,3,1,0,2.7,0.4,4.0,4.4,48,88,88,0.15,0.10,0.25,0.00,0.10,0.13,0.20,0.33,0.02,0.22,Matches
1406,Adam Lallana,eng ENG,"MF,FW",Brighton,eng Premier League,32,1988,30,16,1596,17.7,1,1,2,1,0,0,0,0,1.6,1.6,2.6,4.2,33,109,77,0.06,0.06,0.11,0.06,0.11,0.09,0.14,0.23,0.09,0.23,Matches
1407,Érik Lamela,ar ARG,"FW,MF",Tottenham,eng Premier League,28,1992,23,5,717,8.0,1,0,1,1,0,0,6,1,1.1,1.1,1.0,2.1,28,36,49,0.13,0.00,0.13,0.13,0.13,0.14,0.12,0.26,0.14,0.26,Matches
1408,Sam Lammers,nl NED,"FW,MF",Atalanta,it Serie A,23,1997,15,1,291,3.2,2,0,2,2,0,0,0,0,1.3,1.3,0.4,1.7,9,8,44,0.62,0.00,0.62,0.62,0.62,0.40,0.12,0.52,0.40,0.52,Matches
1409,Tariq Lamptey,gh GHA,"DF,MF",Brighton,eng Premier League,19,2000,11,11,886,9.8,1,1,2,1,0,0,4,1,0.7,0.7,0.8,1.5,40,26,76,0.10,0.10,0.20,0.10,0.20,0.07,0.08,0.15,0.07,0.15,Matches
1410,Loïck Landre,fr FRA,DF,Nîmes,fr Ligue 1,28,1992,20,20,1626,18.1,1,0,1,1,0,0,2,1,2.1,2.1,0.0,2.1,11,43,1,0.06,0.00,0.06,0.06,0.06,0.12,0.00,0.12,0.12,0.12,Matches
1411,Michael Langer,at AUT,GK,Schalke 04,de Bundesliga,35,1985,3,2,239,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1412,Manuel Lanzini,ar ARG,"MF,FW",West Ham,eng Premier League,27,1993,17,5,566,6.3,1,1,2,1,0,0,1,0,1.0,1.0,0.9,1.8,7,28,20,0.16,0.16,0.32,0.16,0.32,0.15,0.14,0.29,0.15,0.29,Matches
1413,Gianluca Lapadula,pe PER,FW,Benevento,it Serie A,30,1990,37,29,2563,28.5,8,2,10,8,0,1,2,0,9.7,8.8,3.7,12.5,42,44,169,0.28,0.07,0.35,0.28,0.35,0.34,0.13,0.47,0.31,0.44,Matches
1414,Aymeric Laporte,es ESP,DF,Manchester City,eng Premier League,26,1994,16,14,1344,14.9,0,0,0,0,0,0,1,0,0.8,0.8,0.4,1.1,28,99,1,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.07,0.05,0.07,Matches
1415,Julien Laporte,fr FRA,DF,Lorient,fr Ligue 1,26,1993,30,30,2659,29.5,0,0,0,0,0,0,8,1,0.8,0.8,0.3,1.1,17,74,0,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Matches
1416,Danilo Larangeira,br BRA,DF,Bologna,it Serie A,36,1984,35,34,3132,34.8,0,1,1,0,0,0,8,0,1.2,1.2,2.0,3.2,12,108,4,0.00,0.03,0.03,0.00,0.03,0.03,0.06,0.09,0.03,0.09,Matches
1417,Gautier Larsonneur,fr FRA,GK,Brest,fr Ligue 1,23,1997,35,35,3150,35.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1418,Kevin Lasagna,it ITA,FW,Udinese,it Serie A,27,1992,17,12,1103,12.3,2,1,3,2,0,0,1,0,7.4,7.4,1.0,8.4,20,23,79,0.16,0.08,0.24,0.16,0.24,0.60,0.08,0.68,0.60,0.68,Matches
1419,Kevin Lasagna,it ITA,FW,Hellas Verona,it Serie A,27,1992,19,14,1267,14.1,2,0,2,2,0,0,0,0,3.2,3.2,1.9,5.1,28,19,100,0.14,0.00,0.14,0.14,0.14,0.23,0.14,0.36,0.23,0.36,Matches
1420,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,26,1993,19,19,1625,18.1,2,0,2,2,0,0,4,0,1.3,1.3,0.1,1.4,4,22,2,0.11,0.00,0.11,0.11,0.11,0.07,0.01,0.08,0.07,0.08,Matches
1421,Paul Lasne,fr FRA,MF,Brest,fr Ligue 1,31,1989,22,19,1681,18.7,0,0,0,0,0,0,4,1,0.8,0.8,0.3,1.1,10,69,10,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,Matches
1422,Toni Lato,es ESP,DF,Valencia,es La Liga,22,1997,15,8,728,8.1,1,0,1,1,0,0,3,0,0.7,0.7,0.2,0.8,6,19,30,0.12,0.00,0.12,0.12,0.12,0.08,0.02,0.10,0.08,0.10,Matches
1423,Danny Latza,de GER,MF,Mainz 05,de Bundesliga,30,1989,29,21,1800,20.0,0,2,2,0,0,0,8,0,2.1,2.1,2.2,4.3,10,67,42,0.00,0.10,0.10,0.00,0.10,0.11,0.11,0.22,0.11,0.22,Matches
1424,Armand Lauriente,fr FRA,"MF,FW",Lorient,fr Ligue 1,21,1998,29,16,1622,18.0,3,5,8,3,0,0,4,0,3.7,3.7,5.6,9.4,87,43,144,0.17,0.28,0.44,0.17,0.44,0.21,0.31,0.52,0.21,0.52,Matches
1425,Vincent Laurini,fr FRA,DF,Parma,it Serie A,31,1989,14,10,870,9.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,11,37,15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,Matches
1426,Lauti,uy URU,MF,Celta Vigo,es La Liga,19,2001,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
1427,Wesley Lautoa,nc NCL,"MF,DF",Dijon,fr Ligue 1,32,1987,25,19,1608,17.9,0,0,0,0,0,0,4,0,0.6,0.6,0.2,0.8,5,66,5,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Matches
1428,Valentino Lazaro,at AUT,"DF,FW",Gladbach,de Bundesliga,24,1996,22,13,1240,13.8,2,0,2,2,0,0,3,0,2.3,2.3,1.2,3.4,33,30,71,0.15,0.00,0.15,0.15,0.15,0.16,0.08,0.25,0.16,0.25,Matches
1429,Darko Lazović,rs SRB,"DF,MF",Hellas Verona,it Serie A,29,1990,32,27,2503,27.8,3,6,9,3,0,0,3,0,3.4,3.4,4.8,8.2,68,156,198,0.11,0.22,0.32,0.11,0.32,0.12,0.17,0.29,0.12,0.29,Matches
1430,Manuel Lazzari,it ITA,DF,Lazio,it Serie A,26,1993,32,30,2613,29.0,2,5,7,2,0,0,2,1,2.1,2.1,3.4,5.6,130,37,202,0.07,0.17,0.24,0.07,0.24,0.07,0.12,0.19,0.07,0.19,Matches
1431,Jérémy Le Douaron,fr FRA,"FW,MF",Brest,fr Ligue 1,22,1998,28,7,816,9.1,1,2,3,1,0,0,0,0,2.2,2.2,0.5,2.8,22,10,68,0.11,0.22,0.33,0.11,0.33,0.25,0.06,0.31,0.25,0.31,Matches
1432,Enzo Le Fée,fr FRA,MF,Lorient,fr Ligue 1,20,2000,36,21,1816,20.2,0,5,5,0,0,0,6,0,1.2,1.2,5.0,6.2,47,101,76,0.00,0.25,0.25,0.00,0.25,0.06,0.25,0.31,0.06,0.31,Matches
1433,Vincent Le Goff,fr FRA,DF,Lorient,fr Ligue 1,30,1989,26,26,2306,25.6,0,0,0,0,0,0,0,0,0.3,0.3,1.8,2.1,42,88,83,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.08,0.01,0.08,Matches
