Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive_90,PassDead_90,TO_90,Sh_90,Fld_90,Def_90,Matches
604,Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,es La Liga,29,1995,8.9,35,3.92,21,1,4,4,3,2,5,0.56,3,0,2,0,0,0,Matches
605,Joaquín Correa,ar ARG,"FW,MF",Inter,it Serie A,29,1994,8.1,25,3.07,21,0,2,1,1,0,4,0.49,3,0,1,0,0,0,Matches
606,Thierry Correia,pt POR,DF,Valencia,es La Liga,25,1999,8.5,16,1.87,12,1,2,0,1,0,0,0.00,0,0,0,0,0,0,Matches
607,Alberto costa,pt POR,DF,Juventus,it Serie A,20,2003,4.0,7,1.76,4,0,1,2,0,0,1,0.25,1,0,0,0,0,0,Matches
608,Coba da Costa,es ESP,"MF,FW",Getafe,es La Liga,22,2002,11.2,37,3.31,28,0,5,2,1,1,4,0.36,3,0,0,1,0,0,Matches
609,Danny da Costa,de GER,DF,Mainz 05,de Bundesliga,31,1993,22.3,31,1.39,29,0,1,0,0,1,3,0.13,3,0,0,0,0,0,Matches
610,David Costa,pt POR,"MF,FW",Lens,fr Ligue 1,23,2001,3.9,8,2.05,5,1,0,1,1,0,1,0.26,0,0,0,0,1,0,Matches
611,Logan Costa,cv CPV,DF,Villarreal,es La Liga,23,2001,28.7,22,0.76,20,0,0,1,1,0,2,0.07,1,0,0,0,1,0,Matches
612,Logan Costa,cv CPV,DF,Toulouse,fr Ligue 1,23,2001,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
613,Samu Costa,pt POR,MF,Mallorca,es La Liga,23,2000,29.4,56,1.90,41,1,3,6,4,1,6,0.20,4,1,0,1,0,0,Matches
614,Grégoire Coudert,fr FRA,GK,Brest,fr Ligue 1,25,1999,2.0,1,0.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
615,Vladimír Coufal,cz CZE,DF,West Ham,eng Premier League,31,1992,11.9,18,1.52,14,4,0,0,0,0,1,0.08,0,1,0,0,0,0,Matches
616,Lassana Coulibaly,ml MLI,MF,Lecce,it Serie A,28,1996,29.6,46,1.55,34,0,1,1,7,3,2,0.07,1,0,0,0,1,0,Matches
617,Lasso Coulibaly,ci CIV,"FW,MF",Auxerre,fr Ligue 1,21,2002,0.5,1,2.05,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
618,Mamadou Coulibaly,fr FRA,MF,Monaco,fr Ligue 1,20,2004,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
619,Soumaïla Coulibaly,fr FRA,DF,Brest,fr Ligue 1,20,2003,4.9,8,1.64,5,0,0,2,1,0,3,0.62,0,0,0,2,1,0,Matches
620,Tanguy Coulibaly,fr FRA,"FW,MF",Montpellier,fr Ligue 1,23,2001,16.5,45,2.90,26,1,3,6,7,2,3,0.19,1,0,1,1,0,0,Matches
621,Woyo Coulibaly,ml MLI,DF,Leicester City,eng Premier League,25,1999,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
622,Woyo Coulibaly,ml MLI,DF,Parma,it Serie A,25,1999,12.0,19,1.58,17,0,1,0,1,0,3,0.25,1,0,1,0,1,0,Matches
623,Marius Courcoul,fr FRA,"MF,DF",Angers,fr Ligue 1,17,2007,3.4,3,0.87,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
624,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,32,1992,30.0,4,0.13,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
625,Yan Couto,br BRA,"DF,FW",Dortmund,de Bundesliga,22,2002,9.9,29,2.92,26,0,2,1,0,0,2,0.20,2,0,0,0,0,0,Matches
626,Nicolas Cozza,fr FRA,"DF,MF",Nantes,fr Ligue 1,25,1999,22.8,20,0.88,16,0,0,3,1,0,2,0.09,1,0,0,0,1,0,Matches
627,Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,34,1989,9.2,15,1.64,7,8,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
628,Charlie Cresswell,eng ENG,DF,Toulouse,fr Ligue 1,21,2002,28.8,24,0.83,18,0,0,5,1,0,3,0.10,2,0,0,1,0,0,Matches
629,Bryan Cristante,it ITA,MF,Roma,it Serie A,29,1995,22.7,51,2.24,46,0,0,4,1,0,5,0.22,5,0,0,0,0,0,Matches
630,Domen Črnigoj,si SVN,MF,Venezia,it Serie A,28,1995,1.5,2,1.32,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
631,Juan Cruz Armada,es ESP,DF,Osasuna,es La Liga,32,1992,16.6,14,0.84,10,3,0,1,0,0,1,0.06,1,0,0,0,0,0,Matches
632,Juan Cruz,es ESP,"FW,MF",Leganés,es La Liga,24,2000,25.1,51,2.03,34,6,2,5,2,2,6,0.24,6,0,0,0,0,0,Matches
633,Juan Cuadrado,co COL,"DF,MF",Atalanta,it Serie A,36,1988,9.2,37,4.00,27,7,1,0,2,0,3,0.32,1,1,0,0,1,0,Matches
634,Pau Cubarsí,es ESP,DF,Barcelona,es La Liga,17,2007,29.1,35,1.20,34,0,0,1,0,0,6,0.21,5,0,0,1,0,0,Matches
635,Cucho,co COL,FW,Betis,es La Liga,25,1999,12.7,46,3.64,32,0,5,5,3,1,8,0.63,5,0,1,0,2,0,Matches
636,Marc Cucurella,es ESP,DF,Chelsea,eng Premier League,26,1998,33.2,51,1.54,44,4,0,2,1,0,5,0.15,4,1,0,0,0,0,Matches
637,Jorge Cuenca,es ESP,DF,Fulham,eng Premier League,24,1999,3.9,1,0.26,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
638,Matheus Cunha,br BRA,"MF,FW",Wolves,eng Premier League,25,1999,28.9,132,4.57,75,14,19,9,12,3,16,0.55,10,0,4,0,1,1,Matches
639,Patrick Cutrone,it ITA,FW,Como,it Serie A,26,1998,22.7,49,2.15,33,0,1,10,3,2,6,0.26,6,0,0,0,0,0,Matches
640,Tomáš Čvančara,cz CZE,FW,Gladbach,de Bundesliga,23,2000,9.2,15,1.62,13,0,0,1,1,0,1,0.11,1,0,0,0,0,0,Matches
641,Wylan Cyprien,fr FRA,MF,Parma,it Serie A,29,1995,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
642,Danilo D'Ambrosio,it ITA,DF,Monza,it Serie A,35,1988,12.2,8,0.66,8,0,0,0,0,0,1,0.08,1,0,0,0,0,0,Matches
643,Lucas Da Cunha,fr FRA,MF,Como,it Serie A,23,2001,29.0,110,3.79,70,28,1,6,4,1,7,0.24,4,2,0,0,0,1,Matches
644,Samuel Dahl,se SWE,"DF,MF",Roma,it Serie A,24,2000,0.5,1,2.09,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
645,Finn Dahmen,de GER,GK,Augsburg,de Bundesliga,26,1998,19.0,2,0.11,2,0,0,0,0,0,1,0.05,1,0,0,0,0,0,Matches
646,Thomas Dähne,de GER,GK,Holstein Kiel,de Bundesliga,30,1994,9.0,1,0.11,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
647,Mahmoud Dahoud,de GER,MF,Eint Frankfurt,de Bundesliga,28,1996,4.0,13,3.21,10,0,0,2,0,1,2,0.49,1,0,0,0,0,1,Matches
648,Patson Daka,zm ZAM,"FW,MF",Leicester City,eng Premier League,25,1998,8.2,10,1.23,7,0,2,1,0,0,1,0.12,0,0,1,0,0,0,Matches
649,Ameen Al-Dakhil,be BEL,DF,Stuttgart,de Bundesliga,22,2002,4.8,4,0.83,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
650,Thijs Dallinga,nl NED,FW,Bologna,it Serie A,23,2000,12.8,27,2.11,20,0,0,3,3,1,5,0.39,3,0,0,0,1,1,Matches
651,Diogo Dalot,pt POR,DF,Manchester Utd,eng Premier League,25,1999,31.3,74,2.37,57,5,7,4,0,1,5,0.16,3,0,1,1,0,0,Matches
652,Mikkel Damsgaard,dk DEN,"MF,FW",Brentford,eng Premier League,24,2000,32.3,120,3.71,92,14,6,2,1,5,21,0.65,15,3,1,0,1,1,Matches
653,Maat Daniel Caprini,it ITA,FW,Fiorentina,it Serie A,18,2006,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
654,Flavius Daniliuc,at AUT,DF,Hellas Verona,it Serie A,23,2001,11.2,11,0.98,10,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
655,Danilo,br BRA,"MF,FW",Nott'ham Forest,eng Premier League,23,2001,3.1,7,2.31,7,0,0,0,0,0,2,0.66,2,0,0,0,0,0,Matches
656,Danilo,br BRA,DF,Juventus,it Serie A,33,1991,6.5,10,1.55,10,0,0,0,0,0,1,0.15,1,0,0,0,0,0,Matches
657,Arnaut Danjuma,nl NED,FW,Villarreal,es La Liga,27,1997,2.2,2,0.90,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
658,Arnaut Danjuma,nl NED,"FW,MF",Girona,es La Liga,27,1997,14.8,40,2.70,26,6,5,2,1,0,0,0.00,0,0,0,0,0,0,Matches
659,Jayden Danns,eng ENG,MF,Liverpool,eng Premier League,18,2006,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
660,Kévin Danois,fr FRA,MF,Auxerre,fr Ligue 1,20,2004,16.2,54,3.33,45,0,5,2,1,1,6,0.37,5,0,0,1,0,0,Matches
661,Kevin Danso,at AUT,DF,Tottenham,eng Premier League,25,1998,9.4,9,0.96,8,0,0,1,0,0,2,0.21,2,0,0,0,0,0,Matches
662,Kevin Danso,at AUT,DF,Lens,fr Ligue 1,25,1998,12.0,12,1.00,12,0,0,0,0,0,1,0.08,1,0,0,0,0,0,Matches
663,Dante,br BRA,DF,Nice,fr Ligue 1,40,1983,21.8,21,0.96,19,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
664,Pape Daouda Diongue,sn SEN,"MF,FW",Strasbourg,fr Ligue 1,,,0.9,1,1.15,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
665,Mohamed Daramy,dk DEN,FW,Reims,fr Ligue 1,22,2002,0.2,2,11.25,1,0,0,1,0,0,1,5.63,0,0,0,1,0,0,Matches
666,Bence Dárdai,hu HUN,MF,Wolfsburg,de Bundesliga,18,2006,14.5,24,1.66,17,0,0,4,3,0,2,0.14,1,0,0,0,1,0,Matches
667,Sergi Darder,es ESP,"MF,FW",Mallorca,es La Liga,30,1993,30.5,96,3.15,46,44,2,4,0,0,7,0.23,5,2,0,0,0,0,Matches
668,Matteo Darmian,it ITA,DF,Inter,it Serie A,34,1989,19.8,34,1.72,26,3,0,1,2,2,4,0.20,4,0,0,0,0,0,Matches
669,Lukas Daschner,de GER,"MF,FW",Bochum,de Bundesliga,25,1998,4.6,10,2.18,7,2,1,0,0,0,1,0.22,1,0,0,0,0,0,Matches
670,Juan David Cabal,co COL,DF,Juventus,it Serie A,23,2001,5.1,3,0.59,3,0,0,0,0,0,3,0.59,3,0,0,0,0,0,Matches
671,Jonathan David,ca CAN,FW,Lille,fr Ligue 1,24,2000,28.4,74,2.61,59,0,4,6,5,0,8,0.28,5,0,1,1,1,0,Matches
672,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,23,2000,17.3,61,3.52,52,0,4,3,2,0,8,0.46,6,0,1,1,0,0,Matches
673,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,31,1993,14.8,8,0.54,7,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
674,Keinan Davis,eng ENG,FW,Udinese,it Serie A,26,1998,11.8,35,2.95,27,0,4,3,0,1,2,0.17,0,0,1,1,0,0,Matches
675,Leif Davis,eng ENG,DF,Ipswich Town,eng Premier League,24,2000,30.5,93,3.05,46,39,3,3,1,1,4,0.13,3,0,1,0,0,0,Matches
676,Zuriko Davitashvili,ge GEO,"FW,MF",Saint-Étienne,fr Ligue 1,23,2001,30.9,115,3.85,55,23,16,13,8,0,15,0.50,8,1,4,0,2,0,Matches
677,Paweł Dawidowicz,pl POL,"DF,MF",Hellas Verona,it Serie A,29,1995,20.5,8,0.39,6,2,0,0,0,0,1,0.05,1,0,0,0,0,0,Matches
678,Craig Dawson,eng ENG,DF,Wolves,eng Premier League,34,1990,10.8,7,0.65,6,0,0,1,0,0,2,0.19,1,0,0,1,0,0,Matches
679,Kevin De Bruyne,be BEL,"MF,FW",Manchester City,eng Premier League,33,1991,18.9,113,5.97,73,26,3,6,3,2,11,0.58,9,1,0,1,0,0,Matches
680,Bobby De Cordova-Reid,jm JAM,FW,Leicester City,eng Premier League,31,1993,8.3,13,1.57,8,0,0,3,2,0,3,0.36,1,0,0,1,1,0,Matches
681,Charles De Ketelaere,be BEL,"MF,FW",Atalanta,it Serie A,23,2001,23.0,88,3.83,73,0,5,7,3,0,14,0.61,11,0,1,2,0,0,Matches
682,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,es La Liga,30,1994,23.4,90,3.84,77,6,1,3,2,1,13,0.56,12,0,0,0,1,0,Matches
683,Théo De Percin,mq MTQ,GK,Auxerre,fr Ligue 1,23,2001,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
684,Mattia De Sciglio,it ITA,DF,Empoli,it Serie A,31,1992,8.5,8,0.94,5,1,0,0,1,1,0,0.00,0,0,0,0,0,0,Matches
685,Lorenzo De Silvestri,it ITA,DF,Bologna,it Serie A,36,1988,11.8,14,1.19,10,2,0,2,0,0,2,0.17,1,0,0,1,0,0,Matches
686,Thibault De Smet,be BEL,DF,Reims,fr Ligue 1,26,1998,2.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
687,Koni De Winter,be BEL,DF,Genoa,it Serie A,22,2002,23.7,15,0.63,11,2,0,0,1,1,1,0.04,1,0,0,0,0,0,Matches
688,Amar Dedić,ba BIH,DF,Marseille,fr Ligue 1,21,2002,3.5,14,4.01,11,0,2,1,0,0,1,0.29,1,0,0,0,0,0,Matches
689,Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,28,1995,15.9,26,1.63,19,1,0,3,2,1,3,0.19,2,0,0,1,0,0,Matches
690,Romain Del Castillo,fr FRA,FW,Brest,fr Ligue 1,28,1996,14.0,67,4.79,33,24,2,3,4,1,9,0.64,7,1,0,0,1,0,Matches
691,Enrico Del Prato,it ITA,DF,Parma,it Serie A,24,1999,32.7,32,0.98,28,2,0,0,1,1,1,0.03,0,0,0,0,0,1,Matches
692,Thomas Delaine,fr FRA,DF,Strasbourg,fr Ligue 1,32,1992,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
693,Liam Delap,eng ENG,FW,Ipswich Town,eng Premier League,21,2003,28.8,62,2.15,28,0,12,7,13,2,7,0.24,3,0,2,0,2,0,Matches
694,Fisayo Dele-Bashiru,ng NGA,"MF,FW",Lazio,it Serie A,23,2001,10.5,24,2.28,17,0,5,2,0,0,1,0.09,1,0,0,0,0,0,Matches
695,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,32,1991,6.7,12,2.09,9,0,1,1,1,0,1,0.17,1,0,0,0,0,0,Matches
696,Olivier Deman,be BEL,DF,Werder Bremen,de Bundesliga,24,2000,0.7,1,1.34,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
697,Ali Dembélé,fr FRA,DF,Torino,it Serie A,20,2004,4.3,7,1.62,5,0,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches
698,Ousmane Dembélé,fr FRA,FW,Paris S-G,fr Ligue 1,27,1997,19.2,110,5.72,75,16,9,6,3,1,15,0.78,11,0,1,2,1,0,Matches
699,Ermedin Demirović,ba BIH,FW,Stuttgart,de Bundesliga,26,1998,20.6,47,2.28,35,0,2,7,3,0,7,0.34,4,0,0,2,1,0,Matches
700,Sepp van den Berg,nl NED,DF,Brentford,eng Premier League,22,2001,28.7,22,0.77,19,0,0,2,1,0,2,0.07,1,0,0,0,1,0,Matches
701,Rémy Descamps,fr FRA,GK,Lyon,fr Ligue 1,28,1996,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
702,Arthur Desmas,fr FRA,GK,Le Havre,fr Ligue 1,30,1994,18.0,3,0.17,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
703,Justin Devenny,nir NIR,MF,Crystal Palace,eng Premier League,20,2003,5.6,15,2.66,12,2,0,1,0,0,1,0.18,1,0,0,0,0,0,Matches
704,Kiernan Dewsbury-Hall,eng ENG,"MF,FW",Chelsea,eng Premier League,25,1998,2.9,5,1.70,5,0,0,0,0,0,1,0.34,1,0,0,0,0,0,Matches
705,Michele Di Gregorio,it ITA,GK,Juventus,it Serie A,27,1997,33.0,2,0.06,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
706,Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,30,1993,37.0,80,2.16,72,4,0,2,1,1,8,0.22,7,0,0,1,0,0,Matches
707,Boulaye Dia,sn SEN,"MF,FW",Lazio,it Serie A,27,1996,24.2,55,2.27,40,0,4,8,2,1,8,0.33,7,0,0,1,0,0,Matches
708,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,27,1996,7.3,4,0.55,2,0,0,2,0,0,1,0.14,1,0,0,0,0,0,Matches
709,Mamadou Diakhon,fr FRA,"FW,MF",Reims,fr Ligue 1,18,2005,9.5,37,3.88,20,1,4,5,6,1,2,0.21,1,0,0,1,0,0,Matches
710,Bafodé Diakité,fr FRA,DF,Lille,fr Ligue 1,23,2001,30.7,19,0.62,17,0,0,1,1,0,3,0.10,2,0,0,0,1,0,Matches
711,Oumar Diakité,ci CIV,FW,Reims,fr Ligue 1,20,2003,18.1,39,2.16,29,0,2,5,3,0,4,0.22,4,0,0,0,0,0,Matches
712,Amad Diallo,ci CIV,"MF,FW",Manchester Utd,eng Premier League,22,2002,21.1,97,4.59,65,9,10,3,6,4,18,0.85,7,0,4,1,2,4,Matches
713,Assane Diao,sn SEN,"FW,MF",Como,it Serie A,18,2005,13.9,31,2.23,21,0,4,3,3,0,4,0.29,2,0,1,0,1,0,Matches
714,Assane Diao,sn SEN,FW,Betis,es La Liga,18,2005,3.1,7,2.28,6,0,0,1,0,0,2,0.65,2,0,0,0,0,0,Matches
715,Habib Diarra,sn SEN,"MF,FW",Strasbourg,fr Ligue 1,20,2004,26.1,57,2.18,47,1,0,3,6,0,8,0.31,6,0,0,0,2,0,Matches
716,Moussa Diarra,ml MLI,DF,Alavés,es La Liga,23,2000,20.7,18,0.87,14,0,0,0,4,0,4,0.19,2,0,0,0,2,0,Matches
717,Rúben Dias,pt POR,DF,Manchester City,eng Premier League,27,1997,25.2,26,1.03,17,0,0,7,0,2,1,0.04,1,0,0,0,0,0,Matches
718,Krépin Diatta,sn SEN,"DF,FW",Monaco,fr Ligue 1,25,1999,5.6,10,1.77,10,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
719,Kandet Diawara,gn GUI,FW,Le Havre,fr Ligue 1,24,2000,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
720,Mahamadou Diawara,fr FRA,MF,Le Havre,fr Ligue 1,19,2005,6.5,14,2.16,13,0,0,1,0,0,1,0.15,1,0,0,0,0,0,Matches
721,Mahamadou Diawara,fr FRA,MF,Lyon,fr Ligue 1,19,2005,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
722,Brahim Díaz,ma MAR,"FW,MF",Real Madrid,es La Liga,24,1999,15.4,56,3.64,43,0,6,5,1,1,12,0.78,7,0,1,3,0,1,Matches
723,Daniel Díaz,es ESP,MF,Real Sociedad,es La Liga,18,2006,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
724,Luis Díaz,co COL,FW,Liverpool,eng Premier League,27,1997,26.7,117,4.39,88,0,16,9,4,0,16,0.60,13,0,1,0,2,0,Matches
725,Pedro Díaz,es ESP,MF,Rayo Vallecano,es La Liga,26,1998,13.5,50,3.72,33,7,5,5,0,0,5,0.37,1,0,2,2,0,0,Matches
726,Tyler Dibling,eng ENG,"FW,MF",Southampton,eng Premier League,18,2006,20.8,56,2.69,34,1,11,5,5,0,4,0.19,2,0,1,1,0,0,Matches
727,Diego,es ESP,FW,Leganés,es La Liga,24,2000,13.3,12,0.90,7,0,0,2,3,0,1,0.08,0,0,0,0,1,0,Matches
728,Justin Diehl,de GER,"FW,DF",Stuttgart,de Bundesliga,19,2004,1.2,4,3.46,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
729,Bamba Dieng,sn SEN,FW,Angers,fr Ligue 1,24,2000,5.9,6,1.02,4,0,1,0,1,0,1,0.17,0,0,0,0,1,0,Matches
730,Eric Dier,eng ENG,DF,Bayern Munich,de Bundesliga,30,1994,16.3,13,0.80,11,0,0,2,0,0,2,0.12,1,0,0,1,0,0,Matches
731,Lucas Digne,fr FRA,DF,Aston Villa,eng Premier League,31,1993,26.1,66,2.53,42,18,1,4,0,1,5,0.19,5,0,0,0,0,0,Matches
732,Kembo Diliwidi,fr FRA,DF,Lens,fr Ligue 1,18,2006,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
733,Federico Dimarco,it ITA,"DF,FW",Inter,it Serie A,26,1997,23.8,96,4.00,57,26,2,9,2,0,14,0.58,10,2,0,2,0,0,Matches
734,Stole Dimitrievski,mk MKD,GK,Valencia,es La Liga,30,1993,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
735,Junior Dina Ebimbe,fr FRA,"MF,FW",Eint Frankfurt,de Bundesliga,23,2000,3.3,6,1.85,2,0,0,2,2,0,1,0.31,1,0,0,0,0,0,Matches
736,Eren Dinkçi,de GER,"MF,FW",Freiburg,de Bundesliga,22,2001,13.3,43,3.23,36,0,3,1,2,1,5,0.38,5,0,0,0,0,0,Matches
737,Sinaly Diomande,ci CIV,DF,Auxerre,fr Ligue 1,23,2001,21.6,21,0.97,19,0,0,2,0,0,5,0.23,3,0,0,2,0,0,Matches
738,Yan Diomandé,ci CIV,"MF,FW",Leganés,es La Liga,17,2006,6.1,37,6.11,25,0,8,2,1,1,5,0.83,2,0,3,0,0,0,Matches
739,Lois Diony,fr FRA,FW,Angers,fr Ligue 1,31,1992,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
740,Issa Diop,fr FRA,DF,Fulham,eng Premier League,27,1997,14.9,6,0.40,5,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
741,Sérigné Diop,sn SEN,FW,Brest,fr Ligue 1,19,2005,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
742,Sofiane Diop,fr FRA,"MF,FW",Nice,fr Ligue 1,24,2000,11.8,47,3.98,37,4,0,2,4,0,9,0.76,7,1,0,0,1,0,Matches
743,Andy Diouf,fr FRA,MF,Lens,fr Ligue 1,21,2003,24.7,85,3.44,63,1,11,7,2,1,3,0.12,3,0,0,0,0,0,Matches
744,Yehvann Diouf,sn SEN,GK,Reims,fr Ligue 1,24,1999,34.0,7,0.21,6,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
745,Assane Dioussé,sn SEN,MF,Auxerre,fr Ligue 1,26,1997,7.4,13,1.76,11,0,0,1,0,1,1,0.14,1,0,0,0,0,0,Matches
746,Axel Disasi,fr FRA,DF,Aston Villa,eng Premier League,26,1998,5.4,9,1.65,7,0,1,0,0,1,0,0.00,0,0,0,0,0,0,Matches
747,Axel Disasi,fr FRA,DF,Chelsea,eng Premier League,26,1998,4.0,2,0.49,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
748,Roman Dixon,eng ENG,DF,Everton,eng Premier League,19,2004,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
749,Álvaro djaló,es ESP,FW,Athletic Club,es La Liga,24,1999,7.3,12,1.64,5,0,1,1,5,0,1,0.14,0,0,0,0,1,0,Matches
750,Djené,tg TOG,"DF,MF",Getafe,es La Liga,32,1991,28.3,21,0.74,18,1,0,0,1,1,1,0.04,1,0,0,0,0,0,Matches
751,Nasser Djiga,bf BFA,DF,Wolves,eng Premier League,21,2002,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
752,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,31,1993,29.3,30,1.02,23,0,0,7,0,0,7,0.24,5,0,0,2,0,0,Matches
753,Marko Dmitrović,rs SRB,GK,Leganés,es La Liga,32,1992,32.0,6,0.19,3,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
754,Ritsu Doan,jp JPN,"FW,MF",Freiburg,de Bundesliga,26,1998,31.8,111,3.49,68,2,14,9,15,3,16,0.50,11,1,1,1,1,1,Matches
755,Dodô,br BRA,DF,Fiorentina,it Serie A,25,1998,33.6,75,2.17,56,2,4,3,8,2,11,0.32,7,0,2,0,2,0,Matches
756,Danilho Doekhi,nl NED,DF,Union Berlin,de Bundesliga,26,1998,34.0,32,0.94,21,0,0,8,2,1,4,0.12,2,0,0,2,0,0,Matches
757,Matt Doherty,ie IRL,DF,Wolves,eng Premier League,32,1992,23.4,25,1.07,19,3,1,1,1,0,3,0.13,3,0,0,0,0,0,Matches
758,Jeremy Doku,be BEL,"FW,MF",Manchester City,eng Premier League,22,2002,16.8,79,4.69,60,1,13,1,3,1,14,0.83,11,0,3,0,0,0,Matches
759,Marc Domenech,es ESP,"FW,MF",Mallorca,es La Liga,18,2006,3.4,7,2.09,5,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
760,Álex Domínguez,es ESP,GK,Toulouse,fr Ligue 1,26,1998,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
761,Benjamín Domínguez,ar ARG,FW,Bologna,it Serie A,20,2003,14.2,41,2.88,30,0,5,1,4,1,7,0.49,6,0,1,0,0,0,Matches
762,Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,23,2001,13.1,6,0.46,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
763,Israel Domínguez,es ESP,FW,Sevilla,es La Liga,21,2003,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
764,Nicolás Domínguez,ar ARG,"MF,FW",Nott'ham Forest,eng Premier League,26,1998,21.8,38,1.74,29,1,0,3,3,2,0,0.00,0,0,0,0,0,0,Matches
765,Sergi Dominguez,es ESP,DF,Barcelona,es La Liga,19,2005,1.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
766,Gianluigi Donnarumma,it ITA,GK,Paris S-G,fr Ligue 1,25,1999,23.2,2,0.09,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
767,Patrick Dorgu,dk DEN,DF,Manchester Utd,eng Premier League,19,2004,9.4,24,2.57,21,0,0,0,2,1,1,0.11,0,0,0,0,1,0,Matches
768,Patrick Dorgu,dk DEN,"DF,FW",Lecce,it Serie A,19,2004,20.4,58,2.84,38,2,4,4,9,1,7,0.34,5,0,0,1,1,0,Matches
769,Alfie Dorrington,eng ENG,DF,Tottenham,eng Premier League,19,2005,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
770,Niklas Dorsch,de GER,MF,Augsburg,de Bundesliga,26,1998,0.4,1,2.81,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
