Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive_90,PassDead_90,TO_90,Sh_90,Fld_90,Def_90,Matches
436,Tom Cairney,sct SCO,MF,Fulham,eng Premier League,33,1991,7.0,33,4.71,28,2,0,2,1,0,3,0.43,3,0,0,0,0,0,Matches
437,Jens Cajuste,se SWE,MF,Ipswich Town,eng Premier League,24,1999,21.8,36,1.65,28,2,4,0,1,1,2,0.09,1,0,1,0,0,0,Matches
438,Davide Calabria,it ITA,DF,Bologna,it Serie A,27,1996,7.0,24,3.42,22,1,0,0,0,1,3,0.43,3,0,0,0,0,0,Matches
439,Davide Calabria,it ITA,DF,Milan,it Serie A,27,1996,3.5,9,2.56,6,1,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
440,Riccardo Calafiori,it ITA,DF,Arsenal,eng Premier League,22,2002,10.9,13,1.19,11,0,1,1,0,0,2,0.18,2,0,0,0,0,0,Matches
441,Luca Caldirola,it ITA,DF,Monza,it Serie A,33,1991,9.7,5,0.51,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
442,Fernando Calero,es ESP,"DF,MF",Espanyol,es La Liga,28,1995,7.9,6,0.76,5,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
443,Duje Ćaleta-Car,hr CRO,DF,Lyon,fr Ligue 1,27,1996,17.6,5,0.28,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
444,Hakan Çalhanoğlu,tr TUR,MF,Inter,it Serie A,30,1994,20.9,99,4.58,58,33,1,5,0,2,14,0.65,7,6,0,1,0,0,Matches
445,Dominic Calvert-Lewin,eng ENG,FW,Everton,eng Premier League,27,1997,17.9,26,1.46,14,0,4,3,3,2,4,0.22,1,0,2,0,1,0,Matches
446,Drissa Camara,ci CIV,"MF,FW",Parma,it Serie A,22,2002,5.0,15,3.01,8,2,1,2,2,0,2,0.40,0,0,0,1,1,0,Matches
447,Issiaga Camara,gn GUI,MF,Nice,fr Ligue 1,19,2005,0.2,2,9.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
448,Lamine Camara,sn SEN,MF,Monaco,fr Ligue 1,20,2004,22.8,82,3.59,43,30,0,4,2,3,13,0.57,7,5,0,1,0,0,Matches
449,Mahdi Camara,fr FRA,"MF,FW",Brest,fr Ligue 1,26,1998,29.5,71,2.40,49,0,4,6,8,4,7,0.24,4,0,1,1,1,0,Matches
450,Ousmane Camara,fr FRA,DF,Angers,fr Ligue 1,21,2003,2.8,5,1.79,4,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
451,Francesco Camarda,it ITA,"FW,MF",Milan,it Serie A,16,2008,2.3,7,3.04,4,0,0,2,0,1,1,0.43,0,0,0,1,0,0,Matches
452,Eduardo Camavinga,fr FRA,"MF,DF",Real Madrid,es La Liga,21,2002,12.2,31,2.54,25,1,2,0,3,0,2,0.16,2,0,0,0,0,0,Matches
453,Nicolò Cambiaghi,it ITA,FW,Bologna,it Serie A,23,2000,6.9,30,4.36,22,0,2,2,4,0,8,1.16,6,0,0,0,2,0,Matches
454,Andrea Cambiaso,it ITA,"DF,FW",Juventus,it Serie A,24,2000,24.7,85,3.45,67,7,4,3,2,2,9,0.36,7,1,0,1,0,0,Matches
455,Axel Camblan,fr FRA,"MF,FW",Brest,fr Ligue 1,20,2003,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
456,Sergio Camello,es ESP,FW,Rayo Vallecano,es La Liga,23,2001,12.6,38,3.02,27,0,7,2,1,1,5,0.40,2,0,2,0,0,1,Matches
457,José Campaña,es ESP,MF,Las Palmas,es La Liga,31,1993,13.2,39,2.95,34,5,0,0,0,0,4,0.30,4,0,0,0,0,0,Matches
458,Thomas Campaniello,it ITA,FW,Empoli,it Serie A,16,2008,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
459,Cole Campbell,us USA,"MF,FW",Dortmund,de Bundesliga,18,2006,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
460,Emre Can,de GER,"DF,MF",Dortmund,de Bundesliga,30,1994,23.4,32,1.37,28,0,0,2,1,1,2,0.09,2,0,0,0,0,0,Matches
461,Peio Canales,es ESP,"MF,FW",Athletic Club,es La Liga,19,2005,2.9,10,3.47,5,4,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
462,Matteo Cancellieri,it ITA,"FW,MF",Parma,it Serie A,22,2002,15.8,27,1.71,15,2,4,1,5,0,3,0.19,1,0,2,0,0,0,Matches
463,Fali Candé,gw GNB,DF,Venezia,it Serie A,26,1998,17.0,14,0.82,10,2,0,1,1,0,3,0.18,2,0,0,1,0,0,Matches
464,Antonio Candela,it ITA,DF,Venezia,it Serie A,24,2000,11.2,17,1.52,13,1,1,0,0,2,1,0.09,1,0,0,0,0,0,Matches
465,Antonio Candela,it ITA,DF,Valladolid,es La Liga,24,2000,10.1,8,0.79,7,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
466,Sergi Canós,es ESP,"MF,FW",Valencia,es La Liga,27,1997,4.1,19,4.60,13,1,0,4,1,0,1,0.24,1,0,0,0,0,0,Matches
467,Jaydee Canvot,fr FRA,"DF,MF",Toulouse,fr Ligue 1,18,2006,12.3,14,1.14,13,0,0,0,1,0,2,0.16,2,0,0,0,0,0,Matches
468,Pierrick Capelle,fr FRA,MF,Angers,fr Ligue 1,37,1987,5.4,15,2.80,10,0,0,2,0,3,1,0.19,1,0,0,0,0,0,Matches
469,Gianluca Caprari,it ITA,"MF,FW",Monza,it Serie A,31,1993,18.3,63,3.43,43,13,1,4,1,1,5,0.27,5,0,0,0,0,0,Matches
470,Elia Caprile,it ITA,GK,Cagliari,it Serie A,22,2001,18.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
471,Elia Caprile,it ITA,GK,Napoli,it Serie A,22,2001,3.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
472,Gabin Capuano,fr FRA,FW,Lens,fr Ligue 1,18,2006,0.1,1,8.18,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
473,Francesco Caputo,it ITA,FW,Empoli,it Serie A,36,1987,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
474,Maxence Caqueret,fr FRA,MF,Como,it Serie A,24,2000,12.1,41,3.40,34,1,3,2,1,0,8,0.66,7,0,1,0,0,0,Matches
475,Maxence Caqueret,fr FRA,MF,Lyon,fr Ligue 1,24,2000,6.4,14,2.20,12,0,1,1,0,0,1,0.16,1,0,0,0,0,0,Matches
476,Simon Cara,fr FRA,"MF,FW",Montpellier,fr Ligue 1,19,2005,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
477,Andrea Carboni,it ITA,DF,Monza,it Serie A,23,2001,24.3,11,0.45,11,0,0,0,0,0,2,0.08,2,0,0,0,0,0,Matches
478,Franco Carboni,it ITA,DF,Venezia,it Serie A,21,2003,2.5,5,2.00,4,0,0,0,1,0,1,0.40,0,0,0,0,1,0,Matches
479,Valentin Carboni,ar ARG,"MF,FW",Marseille,fr Ligue 1,19,2005,1.1,5,4.37,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
480,Dani Cárdenas,es ESP,GK,Rayo Vallecano,es La Liga,27,1997,6.0,1,0.17,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
481,Irvin Cardona,fr FRA,"FW,MF",Espanyol,es La Liga,26,1997,6.7,20,2.97,16,1,0,2,1,0,3,0.45,2,0,0,1,0,0,Matches
482,Irvin Cardona,fr FRA,FW,Saint-Étienne,fr Ligue 1,26,1997,11.8,25,2.31,20,0,1,4,0,0,3,0.28,2,0,0,1,0,0,Matches
483,Marc Cardona,es ESP,"FW,DF",Las Palmas,es La Liga,29,1995,1.5,4,2.73,2,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
484,Sergi Cardona,es ESP,DF,Villarreal,es La Liga,25,1999,32.7,79,2.41,71,3,1,4,0,0,13,0.40,13,0,0,0,0,0,Matches
485,Johnny Cardoso,us USA,MF,Betis,es La Liga,22,2001,23.8,35,1.47,29,0,5,0,0,1,1,0.04,1,0,0,0,0,0,Matches
486,Tiago Cardoso,lu LUX,GK,Gladbach,de Bundesliga,18,2006,4.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
487,Patrik Carlgren,se SWE,GK,Nantes,fr Ligue 1,32,1992,4.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
488,Diego Carlos,br BRA,DF,Aston Villa,eng Premier League,31,1993,9.2,4,0.43,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
489,José Carlos González,es ESP,DF,Las Palmas,es La Liga,18,2006,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
490,Carmona,es ESP,DF,Sevilla,es La Liga,22,2002,32.7,54,1.65,38,6,3,2,3,2,1,0.03,1,0,0,0,0,0,Matches
491,Marco Carnesecchi,it ITA,GK,Atalanta,it Serie A,24,2000,34.0,5,0.15,4,1,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
492,Sergio Carreira,es ESP,"MF,DF",Celta Vigo,es La Liga,23,2000,18.4,36,1.96,32,1,3,0,0,0,4,0.22,4,0,0,0,0,0,Matches
493,Dani Carvajal,es ESP,DF,Real Madrid,es La Liga,32,1992,6.8,12,1.77,10,2,0,0,0,0,2,0.30,1,1,0,0,0,0,Matches
494,Fabio Carvalho,pt POR,"FW,MF",Brentford,eng Premier League,21,2002,5.1,10,1.97,7,0,1,2,0,0,1,0.20,1,0,0,0,0,0,Matches
495,William Carvalho,pt POR,MF,Betis,es La Liga,32,1992,5.4,14,2.60,14,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
496,Cesare Casadei,it ITA,MF,Torino,it Serie A,21,2003,11.3,19,1.68,16,0,0,1,1,1,2,0.18,2,0,0,0,0,0,Matches
497,Marc Casado,es ESP,MF,Barcelona,es La Liga,20,2003,17.9,45,2.51,40,0,0,1,2,2,6,0.34,6,0,0,0,0,0,Matches
498,Nicolò Casale,it ITA,DF,Bologna,it Serie A,26,1998,10.0,12,1.20,10,0,0,2,0,0,2,0.20,2,0,0,0,0,0,Matches
499,Nicolò Casale,it ITA,DF,Lazio,it Serie A,26,1998,1.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
500,Casemiro,br BRA,MF,Manchester Utd,eng Premier League,32,1992,16.6,53,3.19,49,1,0,3,0,0,4,0.24,4,0,0,0,0,0,Matches
501,Kaelan Casey,eng ENG,DF,West Ham,eng Premier League,19,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
502,Matty Cash,pl POL,DF,Aston Villa,eng Premier League,26,1997,23.0,25,1.09,22,1,1,0,0,1,4,0.17,3,0,0,0,0,1,Matches
503,Eiran Cashin,ie IRL,DF,Brighton,eng Premier League,22,2001,0.2,1,4.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
504,Josué Casimir,fr FRA,"FW,MF",Le Havre,fr Ligue 1,22,2001,22.2,60,2.70,36,2,6,5,9,2,8,0.36,3,0,1,1,3,0,Matches
505,Federico Cassa,it ITA,"MF,FW",Atalanta,it Serie A,18,2006,0.2,1,6.43,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
506,Cristian Cásseres Jr.,ve VEN,MF,Toulouse,fr Ligue 1,24,2000,30.0,77,2.57,41,20,4,1,5,6,5,0.17,2,2,0,0,0,1,Matches
507,Timothy Castagne,be BEL,DF,Fulham,eng Premier League,28,1995,18.3,25,1.36,21,0,1,2,1,0,3,0.16,2,0,0,1,0,0,Matches
508,Valentín Castellanos,ar ARG,FW,Lazio,it Serie A,25,1998,26.5,73,2.76,37,1,5,23,5,2,14,0.53,7,0,1,3,2,1,Matches
509,Jean-Charles Castelletto,cm CMR,"DF,MF",Nantes,fr Ligue 1,29,1995,29.1,20,0.69,17,0,0,2,1,0,2,0.07,1,0,0,1,0,0,Matches
510,Santiago Castro,ar ARG,FW,Bologna,it Serie A,19,2004,25.5,69,2.71,45,1,6,7,8,2,11,0.43,8,0,2,1,0,0,Matches
511,Gaetano Castrovilli,it ITA,MF,Monza,it Serie A,27,1997,6.6,15,2.27,9,2,1,2,0,1,2,0.30,0,1,0,1,0,0,Matches
512,Gaetano Castrovilli,it ITA,"MF,FW",Lazio,it Serie A,27,1997,1.6,3,1.84,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
513,Danilo Cataldi,it ITA,MF,Fiorentina,it Serie A,29,1994,19.0,32,1.68,21,6,0,3,1,1,1,0.05,0,1,0,0,0,0,Matches
514,Catena,es ESP,DF,Osasuna,es La Liga,29,1994,34.2,29,0.85,23,3,0,1,2,0,6,0.18,4,0,0,1,1,0,Matches
515,Maximiliano Caufriez,be BEL,DF,Valencia,es La Liga,27,1997,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
516,Enzo Caumont,fr FRA,MF,Angers,fr Ligue 1,20,2004,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
517,Dani Ceballos,es ESP,MF,Real Madrid,es La Liga,27,1996,13.5,57,4.22,50,5,1,0,1,0,5,0.37,4,1,0,0,0,0,Matches
518,Abdoulie Ceesay,gm GAM,FW,St. Pauli,de Bundesliga,20,2004,0.7,1,1.48,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
519,Zeki Çelik,tr TUR,DF,Roma,it Serie A,27,1997,25.1,38,1.51,35,1,1,1,0,0,4,0.16,4,0,0,0,0,0,Matches
520,Fabien Centonze,fr FRA,DF,Nantes,fr Ligue 1,28,1996,2.9,8,2.72,6,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
521,Alberto Cerri,it ITA,FW,Como,it Serie A,28,1996,1.0,1,1.03,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
522,Franco Cervi,ar ARG,"FW,MF",Celta Vigo,es La Liga,30,1994,3.0,5,1.65,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
523,Julian Chabot,de GER,DF,Stuttgart,de Bundesliga,26,1998,25.2,24,0.95,21,1,0,2,0,0,2,0.08,2,0,0,0,0,0,Matches
524,El Chadaille Bitshiabu,fr FRA,DF,RB Leipzig,de Bundesliga,19,2005,12.6,14,1.11,12,0,1,0,0,1,1,0.08,1,0,0,0,0,0,Matches
525,Fares Chaïbi,dz ALG,"MF,FW",Eint Frankfurt,de Bundesliga,21,2002,11.3,50,4.43,32,10,1,5,1,1,7,0.62,6,1,0,0,0,0,Matches
526,Trevoh Chalobah,eng ENG,DF,Crystal Palace,eng Premier League,25,1999,11.8,11,0.93,10,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
527,Trevoh Chalobah,eng ENG,DF,Chelsea,eng Premier League,25,1999,10.1,13,1.29,10,0,0,2,0,1,3,0.30,1,0,0,1,0,1,Matches
528,Timothy Chandler,us USA,DF,Eint Frankfurt,de Bundesliga,34,1990,0.3,1,3.75,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
529,Conor Chaplin,eng ENG,"MF,FW",Ipswich Town,eng Premier League,27,1997,9.5,22,2.32,19,3,0,0,0,0,1,0.11,1,0,0,0,0,0,Matches
530,Brendan Chardonnet,fr FRA,DF,Brest,fr Ligue 1,29,1994,26.8,24,0.89,21,0,0,2,1,0,4,0.15,3,0,0,1,0,0,Matches
531,Gabriel Charpentier,cg CGO,FW,Parma,it Serie A,25,1999,3.0,11,3.64,8,0,0,0,2,1,3,0.99,2,0,0,0,1,0,Matches
532,Raúl Chasco,es ESP,DF,Valladolid,es La Liga,20,2003,1.4,2,1.38,2,0,0,0,0,0,1,0.69,1,0,0,0,0,0,Matches
533,Anrie Chase,jp JPN,DF,Stuttgart,de Bundesliga,20,2004,8.2,8,0.98,7,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
534,Pep Chavarría,es ESP,"DF,FW",Rayo Vallecano,es La Liga,26,1998,28.7,61,2.12,50,4,1,3,2,1,2,0.07,2,0,0,0,0,0,Matches
535,Arthur Chaves,br BRA,DF,Hoffenheim,de Bundesliga,23,2001,24.3,23,0.95,19,0,0,2,1,1,1,0.04,0,0,0,1,0,0,Matches
536,Jhoanner Chávez,ec ECU,"DF,MF",Lens,fr Ligue 1,22,2002,6.6,15,2.27,8,5,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
537,Walid Cheddira,ma MAR,FW,Napoli,it Serie A,26,1998,0.1,1,7.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
538,Walid Cheddira,ma MAR,FW,Espanyol,es La Liga,26,1998,7.1,20,2.81,10,0,2,4,4,0,5,0.70,1,0,1,1,2,0,Matches
539,Chema,es ESP,MF,Real Madrid,es La Liga,19,2005,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
540,Théo Chennahi,fr FRA,DF,Montpellier,fr Ligue 1,19,2005,2.0,1,0.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
541,Sidiki Cherif,fr FRA,FW,Angers,fr Ligue 1,17,2006,3.6,4,1.11,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
542,Rayan Cherki,fr FRA,"FW,MF",Lyon,fr Ligue 1,20,2003,22.7,146,6.44,101,21,11,9,4,0,20,0.88,15,2,1,2,0,0,Matches
543,Youssef Chermiti,pt POR,"FW,MF",Everton,eng Premier League,20,2004,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
544,Lucas Chevalier,fr FRA,GK,Lille,fr Ligue 1,22,2001,34.0,6,0.18,5,1,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
545,Fabio Chiarodia,it ITA,DF,Gladbach,de Bundesliga,19,2005,4.2,2,0.47,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
546,Julián Chicco,ar ARG,"MF,DF",Leganés,es La Liga,26,1998,3.4,5,1.49,3,0,1,1,0,0,1,0.30,1,0,0,0,0,0,Matches
547,Leandro Chichizola,ar ARG,GK,Parma,it Serie A,34,1990,1.0,2,2.00,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
548,Federico Chiesa,it ITA,FW,Liverpool,eng Premier League,26,1997,1.2,6,5.00,6,0,0,0,0,0,1,0.83,1,0,0,0,0,0,Matches
549,Ben Chilwell,eng ENG,DF,Crystal Palace,eng Premier League,27,1996,2.9,8,2.77,6,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
550,Chiquinho,pt POR,MF,Wolves,eng Premier League,24,2000,0.1,2,25.71,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
551,Chiquinho,pt POR,"MF,FW",Mallorca,es La Liga,24,2000,1.6,7,4.29,0,2,3,1,1,0,1,0.61,0,1,0,0,0,0,Matches
552,Pedro Chirivella,es ESP,MF,Nantes,fr Ligue 1,27,1997,26.1,55,2.11,54,1,0,0,0,0,6,0.23,6,0,0,0,0,0,Matches
553,Joris Chotard,fr FRA,MF,Montpellier,fr Ligue 1,22,2001,21.0,24,1.20,21,0,0,1,0,2,0,0.00,0,0,0,0,0,0,Matches
554,Hamza Choudhury,bd BAN,"MF,DF",Leicester City,eng Premier League,26,1997,1.5,3,2.05,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
555,Andreas Christensen,dk DEN,DF,Barcelona,es La Liga,28,1996,2.8,1,0.35,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
556,Ryan Christie,sct SCO,MF,Bournemouth,eng Premier League,29,1995,23.5,85,3.62,72,7,0,3,2,1,9,0.38,8,1,0,0,0,0,Matches
557,Carney Chukwuemeka,eng ENG,MF,Dortmund,de Bundesliga,20,2003,2.8,20,7.11,18,0,1,1,0,0,4,1.42,4,0,0,0,0,0,Matches
558,Samuel Chukwueze,ng NGA,"FW,MF",Milan,it Serie A,25,1999,10.3,49,4.77,38,2,6,2,1,0,2,0.19,1,1,0,0,0,0,Matches
559,Aaron Ciammaglichella,it ITA,MF,Torino,it Serie A,19,2005,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
560,Jasper Cillessen,nl NED,GK,Las Palmas,es La Liga,35,1989,25.9,1,0.04,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
561,Giuseppe Ciocci,it ITA,GK,Cagliari,it Serie A,22,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
562,Alessandro Circati,au AUS,DF,Parma,it Serie A,20,2003,6.0,3,0.50,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
563,Pathé Ciss,sn SEN,"MF,DF",Rayo Vallecano,es La Liga,30,1994,23.8,47,1.98,35,3,2,2,2,3,2,0.08,1,0,0,1,0,0,Matches
564,Alphadjo Cissè,it ITA,"FW,MF",Hellas Verona,it Serie A,17,2006,0.1,1,10.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
565,Djaoui Cissé,fr FRA,MF,Rennes,fr Ligue 1,20,2004,12.5,27,2.17,22,0,3,1,1,0,1,0.08,1,0,0,0,0,0,Matches
566,Seydouba Cissé,gn GUI,MF,Leganés,es La Liga,23,2001,27.1,47,1.74,38,1,1,2,5,0,5,0.18,3,0,0,0,2,0,Matches
567,Yoann Cissé,fr FRA,MF,Auxerre,fr Ligue 1,19,2004,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
568,Patrick Ciurria,it ITA,"MF,DF",Monza,it Serie A,29,1995,12.3,26,2.11,20,5,0,1,0,0,2,0.16,1,0,0,1,0,0,Matches
569,Harry Clarke,eng ENG,DF,Ipswich Town,eng Premier League,23,2001,4.2,1,0.24,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
570,Jack Clarke,eng ENG,"FW,MF",Ipswich Town,eng Premier League,23,2000,13.1,50,3.81,42,2,3,0,0,3,5,0.38,4,1,0,0,0,0,Matches
571,Alexis Claude-Maurice,fr FRA,"MF,FW",Augsburg,de Bundesliga,26,1998,23.4,77,3.29,54,1,8,3,11,0,6,0.26,3,0,1,0,2,0,Matches
572,Jonathan Clauss,fr FRA,"DF,MF",Nice,fr Ligue 1,31,1992,25.6,99,3.87,58,35,0,3,2,1,15,0.59,9,4,0,1,1,0,Matches
573,Silvi Clúa,es ESP,MF,Girona,es La Liga,19,2005,1.8,2,1.10,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
574,Nathaniel Clyne,eng ENG,"DF,MF",Crystal Palace,eng Premier League,33,1991,5.4,3,0.56,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
575,Conor Coady,eng ENG,DF,Leicester City,eng Premier League,31,1993,19.0,6,0.32,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
576,Marcus Coco,fr FRA,DF,Nantes,fr Ligue 1,28,1996,10.6,20,1.89,17,3,0,0,0,0,1,0.09,1,0,0,0,0,0,Matches
577,Saúl Coco,gq EQG,DF,Torino,it Serie A,25,1999,31.6,16,0.51,12,0,0,3,1,0,1,0.03,0,0,0,0,1,0,Matches
578,Séamus Coleman,ie IRL,DF,Everton,eng Premier League,35,1988,2.4,2,0.84,1,0,1,0,0,0,1,0.42,1,0,0,0,0,0,Matches
579,Nathan Collins,ie IRL,DF,Brentford,eng Premier League,23,2001,38.0,30,0.79,22,2,1,3,2,0,8,0.21,4,1,0,1,2,0,Matches
580,Nnamdi Collins,de GER,DF,Eint Frankfurt,de Bundesliga,20,2004,16.5,9,0.54,7,0,2,0,0,0,3,0.18,1,0,2,0,0,0,Matches
581,Toby Collyer,eng ENG,MF,Manchester Utd,eng Premier League,20,2004,2.0,5,2.50,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
582,Lorenzo Colombo,it ITA,"FW,MF",Empoli,it Serie A,22,2002,24.8,55,2.21,33,0,5,8,8,1,3,0.12,1,0,1,1,0,0,Matches
583,Andrea Colpani,it ITA,"FW,MF",Fiorentina,it Serie A,25,1999,15.9,43,2.70,34,4,0,4,1,0,5,0.31,3,0,0,2,0,0,Matches
584,Levi Colwill,eng ENG,DF,Chelsea,eng Premier League,21,2003,35.0,38,1.09,34,2,0,1,0,1,3,0.09,2,0,0,0,0,1,Matches
585,Florinel Coman,ro ROU,"FW,MF",Cagliari,it Serie A,26,1998,2.9,4,1.37,3,0,0,0,1,0,1,0.34,1,0,0,0,0,0,Matches
586,Kingsley Coman,fr FRA,FW,Bayern Munich,de Bundesliga,28,1996,14.2,81,5.68,60,0,14,5,2,0,11,0.77,6,0,3,1,1,0,Matches
587,Eray Cömert,ch SUI,"DF,MF",Valladolid,es La Liga,26,1998,19.8,12,0.61,12,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
588,Santi Comesaña,es ESP,MF,Villarreal,es La Liga,27,1996,28.4,78,2.74,69,2,1,2,0,4,11,0.39,9,0,0,1,0,1,Matches
589,Pietro Comuzzo,it ITA,DF,Fiorentina,it Serie A,19,2005,23.4,20,0.82,17,0,0,1,0,2,1,0.04,1,0,0,0,0,0,Matches
590,Francisco Conceição,pt POR,"FW,MF",Juventus,it Serie A,21,2002,14.9,64,4.30,45,4,10,4,1,0,9,0.60,5,1,1,1,1,0,Matches
591,Diego Conde,es ESP,GK,Villarreal,es La Liga,25,1998,21.8,3,0.14,1,2,0,0,0,0,1,0.05,1,0,0,0,0,0,Matches
592,Tomás Conechny,ar ARG,"FW,MF",Alavés,es La Liga,26,1998,9.4,14,1.48,13,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
593,Alois Confais,fr FRA,MF,Le Havre,fr Ligue 1,27,1996,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
594,Sirlord Conteh,de GER,"FW,MF",Heidenheim,de Bundesliga,28,1996,9.9,28,2.82,24,0,1,0,3,0,4,0.40,4,0,0,0,0,0,Matches
595,Lewis Cook,eng ENG,"MF,DF",Bournemouth,eng Premier League,27,1997,33.1,89,2.69,69,18,0,2,0,0,5,0.15,2,1,0,2,0,0,Matches
596,Copete,es ESP,DF,Mallorca,es La Liga,24,1999,17.0,10,0.59,9,1,0,0,0,0,1,0.06,1,0,0,0,0,0,Matches
597,Diego Coppola,it ITA,DF,Hellas Verona,it Serie A,20,2003,32.5,10,0.31,9,0,0,1,0,0,1,0.03,1,0,0,0,0,0,Matches
598,Francis Coquelin,fr FRA,MF,Nantes,fr Ligue 1,33,1991,2.5,13,5.27,7,0,0,4,0,2,2,0.81,1,0,0,1,0,0,Matches
599,Iker Córdoba,es ESP,DF,Valencia,es La Liga,18,2005,0.2,1,6.43,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
600,Derek Cornelius,ca CAN,DF,Marseille,fr Ligue 1,26,1997,15.8,9,0.57,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
601,Maxwel Cornet,ci CIV,FW,Southampton,eng Premier League,27,1996,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
602,Maxwel Cornet,ci CIV,"FW,MF",Genoa,it Serie A,27,1996,2.7,8,2.93,6,0,2,0,0,0,1,0.37,1,0,0,0,0,0,Matches
603,Pierre Cornud,fr FRA,DF,Saint-Étienne,fr Ligue 1,27,1996,6.4,5,0.78,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
