Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
2247,Merlin Röhl,de GER,"MF,FW",Freiburg,de Bundesliga,22,2002,10.7,403,6,46,195,169,28,403,40,12,30.0,25,62.5,217,1475,610,20,15,9,45,22,256,60,Matches
2248,Alessio Romagnoli,it ITA,DF,Lazio,it Serie A,29,1995,29.7,2042,270,923,1045,83,41,2042,3,1,33.3,2,66.7,1064,4251,1826,8,6,0,6,1,1371,4,Matches
2249,Leo Román,es ESP,GK,Mallorca,es La Liga,24,2000,7.0,279,228,277,2,0,0,279,1,1,100.0,0,0.0,124,699,396,0,0,0,0,0,122,0,Matches
2250,Carlos Romero,es ESP,DF,Espanyol,es La Liga,22,2001,28.4,1366,114,488,490,412,29,1366,52,22,42.3,23,44.2,593,3815,2099,50,35,12,33,13,656,113,Matches
2251,Cristian Romero,ar ARG,DF,Tottenham,eng Premier League,26,1998,15.7,1377,157,594,720,74,23,1377,4,1,25.0,2,50.0,896,4702,2893,12,18,0,10,5,936,3,Matches
2252,Isaac Romero,es ESP,FW,Sevilla,es La Liga,24,2000,24.0,751,21,69,340,349,89,750,65,21,32.3,36,55.4,382,1633,576,21,10,14,79,61,520,95,Matches
2253,Luka Romero,ar ARG,"FW,MF",Alavés,es La Liga,19,2004,2.2,69,0,5,28,37,5,68,3,1,33.3,1,33.3,42,256,69,3,1,1,5,7,45,12,Matches
2254,Oriol Romeu,es ESP,MF,Girona,es La Liga,32,1991,15.1,1032,48,223,668,141,4,1032,8,4,50.0,3,37.5,600,3070,1666,22,16,1,13,13,782,8,Matches
2255,Valentin Rongier,fr FRA,"MF,DF",Marseille,fr Ligue 1,29,1994,17.4,1602,51,347,977,288,13,1602,16,11,68.8,5,31.3,896,3281,1761,25,25,4,19,17,1226,28,Matches
2256,Marten de Roon,nl NED,"MF,DF",Atalanta,it Serie A,33,1991,34.0,2538,89,615,1479,463,19,2538,13,6,46.2,6,46.2,1475,6603,3579,37,51,1,24,9,1754,32,Matches
2257,Vitor Roque,br BRA,FW,Betis,es La Liga,19,2005,13.7,365,3,27,167,179,57,365,39,10,25.6,25,64.1,213,1250,554,24,14,16,41,35,239,57,Matches
2258,Pablo Rosario,do DOM,"MF,DF",Nice,fr Ligue 1,27,1997,19.7,950,78,247,559,154,19,949,17,9,52.9,8,47.1,473,2261,1247,17,19,2,20,15,653,25,Matches
2259,Lasse Rosenboom,de GER,DF,Holstein Kiel,de Bundesliga,22,2002,19.3,780,77,324,292,170,36,780,19,7,36.8,11,57.9,284,1432,565,19,13,3,36,13,335,50,Matches
2260,Max Rosenfelder,de GER,DF,Freiburg,de Bundesliga,21,2003,13.9,826,94,367,394,74,11,826,25,14,56.0,10,40.0,445,2701,1477,24,13,4,5,2,515,18,Matches
2261,Valentin Rosier,fr FRA,DF,Leganés,es La Liga,27,1996,28.8,1615,149,630,706,298,28,1615,45,23,51.1,19,42.2,746,3787,2057,41,31,7,31,21,802,89,Matches
2262,Tom Rothe,de GER,"DF,MF",Union Berlin,de Bundesliga,19,2004,18.6,1074,65,324,411,342,38,1074,20,5,25.0,15,75.0,456,2080,889,25,11,3,23,31,522,91,Matches
2263,Anthony Rouault,fr FRA,DF,Rennes,fr Ligue 1,23,2001,10.8,786,119,369,399,19,9,786,0,0,,0,,485,2277,1306,3,2,0,1,2,557,0,Matches
2264,Anthony Rouault,fr FRA,DF,Stuttgart,de Bundesliga,23,2001,13.5,1014,125,512,476,33,11,1014,5,2,40.0,3,60.0,573,2545,1121,6,6,0,4,4,697,4,Matches
2265,Jonas Rouhi,se SWE,DF,Juventus,it Serie A,20,2004,2.3,192,4,63,97,33,2,192,5,2,40.0,3,60.0,84,414,158,1,2,0,5,5,118,7,Matches
2266,Jérôme Roussillon,fr FRA,"DF,MF",Union Berlin,de Bundesliga,31,1993,1.5,96,11,21,42,33,5,96,3,1,33.3,2,66.7,40,182,78,2,2,1,2,1,43,7,Matches
2267,Nicolò Rovella,it ITA,MF,Lazio,it Serie A,22,2001,30.2,2354,91,589,1458,335,16,2354,25,18,72.0,6,24.0,1451,7910,3837,45,49,2,22,14,1749,42,Matches
2268,Jon Rowe,eng ENG,"FW,MF",Marseille,fr Ligue 1,21,2003,9.0,438,3,32,141,269,55,438,48,20,41.7,25,52.1,294,1748,917,30,16,11,35,13,342,96,Matches
2269,Amir Rrahmani,xk KVX,DF,Napoli,it Serie A,30,1994,37.8,3152,268,1355,1687,118,34,3152,6,4,66.7,2,33.3,1859,8924,5052,30,19,0,9,6,2254,2,Matches
2270,Tommaso Rubino,it ITA,MF,Fiorentina,it Serie A,17,2006,0.1,3,0,1,2,0,0,3,0,0,,0,,3,5,4,0,0,0,0,0,1,0,Matches
2271,Antonio Rüdiger,de GER,DF,Real Madrid,es La Liga,31,1993,25.5,2069,233,969,1016,94,23,2069,7,3,42.9,2,28.6,1373,6532,4120,20,26,2,7,2,1584,4,Matches
2272,Matteo Ruggeri,it ITA,DF,Atalanta,it Serie A,22,2002,19.5,1479,50,384,634,471,13,1479,11,6,54.5,4,36.4,785,3979,2046,60,34,0,13,4,973,104,Matches
2273,Aitor Ruibal,es ESP,"DF,FW",Betis,es La Liga,28,1996,14.6,790,45,231,321,248,33,790,27,14,51.9,13,48.1,398,1795,938,21,25,7,27,16,459,64,Matches
2274,Abel Ruiz,es ESP,FW,Girona,es La Liga,24,2000,15.0,391,11,28,188,177,59,389,20,7,35.0,10,50.0,225,1274,413,21,12,10,32,18,281,71,Matches
2275,Ferrán Ruiz,es ESP,MF,Girona,es La Liga,21,2003,0.2,9,0,3,6,1,0,9,0,0,,0,,5,15,1,0,0,0,1,0,4,0,Matches
2276,Fabián Ruiz Peña,es ESP,MF,Paris S-G,fr Ligue 1,28,1996,21.4,1807,47,254,1050,515,62,1807,20,14,70.0,6,30.0,1037,5225,2737,47,42,8,24,16,1430,92,Matches
2277,Gerónimo Rulli,ar ARG,GK,Marseille,fr Ligue 1,32,1992,34.0,1300,1008,1285,15,0,0,1300,0,0,,0,,789,3335,1782,0,0,0,1,0,758,0,Matches
2278,Georginio Rutter,fr FRA,"MF,FW",Brighton,eng Premier League,22,2002,18.4,641,20,83,246,326,79,641,71,27,38.0,34,47.9,361,2467,1405,42,36,16,45,37,411,79,Matches
2279,Mathew Ryan,au AUS,GK,Lens,fr Ligue 1,32,1992,14.0,439,364,435,4,0,0,439,0,0,,0,,273,1207,642,0,0,0,0,1,200,0,Matches
2280,Julian Ryerson,no NOR,DF,Dortmund,de Bundesliga,26,1997,25.1,1684,39,384,806,520,39,1684,63,36,57.1,23,36.5,1002,5499,2796,66,39,12,42,20,1090,136,Matches
2281,Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,31,1992,28.0,980,758,965,16,1,1,980,1,1,100.0,0,0.0,564,3151,1976,0,0,0,1,0,425,0,Matches
2282,José Sá,pt POR,GK,Wolves,eng Premier League,31,1993,29.0,985,785,976,10,0,0,985,8,8,100.0,0,0.0,630,3790,2483,0,0,0,1,0,485,0,Matches
2283,Elias Saad,tn TUN,"FW,MF",St. Pauli,de Bundesliga,24,1999,10.0,427,3,42,169,224,44,427,54,16,29.6,26,48.1,301,1897,843,29,23,14,57,36,319,76,Matches
2284,Youssouf Sabaly,sn SEN,DF,Betis,es La Liga,31,1993,17.6,1170,43,351,591,236,26,1170,20,8,40.0,10,50.0,620,2245,1145,25,12,4,27,12,680,63,Matches
2285,Emmanuel Sabbi,us USA,"FW,MF",Le Havre,fr Ligue 1,26,1997,7.3,230,3,38,88,106,23,230,29,11,37.9,13,44.8,130,747,274,11,4,3,20,10,149,39,Matches
2286,Stefano Sabelli,it ITA,DF,Genoa,it Serie A,31,1993,22.9,1428,61,507,676,252,10,1428,13,4,30.8,5,38.5,641,3036,1836,36,23,1,22,4,759,43,Matches
2287,Marcel Sabitzer,at AUT,MF,Dortmund,de Bundesliga,30,1994,18.0,1028,37,131,581,322,31,1028,15,6,40.0,9,60.0,577,2494,1255,24,31,3,22,12,717,70,Matches
2288,Falaye Sacko,ml MLI,DF,Montpellier,fr Ligue 1,29,1995,13.7,734,40,213,368,163,8,734,9,2,22.2,7,77.8,371,1852,956,21,12,4,9,1,421,34,Matches
2289,Umar Sadiq,ng NGA,FW,Valencia,es La Liga,27,1997,9.2,301,8,22,133,150,41,301,25,11,44.0,12,48.0,175,940,274,9,8,3,41,24,229,49,Matches
2290,Umar Sadiq,ng NGA,FW,Real Sociedad,es La Liga,27,1997,2.5,85,1,12,30,46,16,85,9,5,55.6,4,44.4,49,278,94,5,2,3,14,6,66,18,Matches
2291,Alexis Saelemaekers,be BEL,"DF,FW",Roma,it Serie A,25,1999,15.4,945,11,149,390,417,47,945,52,22,42.3,27,51.9,582,2954,1499,39,32,14,39,14,709,136,Matches
2292,Alexis Saelemaekers,be BEL,"DF,FW",Milan,it Serie A,25,1999,1.0,81,0,9,34,38,2,81,0,0,,0,,59,356,234,7,4,1,1,0,61,13,Matches
2293,Jorge Sáenz,es ESP,DF,Leganés,es La Liga,27,1996,18.8,1181,153,643,528,16,12,1181,7,4,57.1,2,28.6,579,2331,1292,5,1,0,6,1,687,2,Matches
2294,Matvei Safonov,ru RUS,GK,Paris S-G,fr Ligue 1,25,1999,9.8,326,264,320,6,0,0,326,0,0,,0,,203,910,535,0,0,0,0,0,181,0,Matches
2295,Modibo Sagnan,ml MLI,DF,Montpellier,fr Ligue 1,25,1999,23.8,1224,177,605,578,50,17,1224,20,13,65.0,6,30.0,657,3614,1948,13,10,0,8,9,762,3,Matches
2296,Richie Sagrado,be BEL,DF,Venezia,it Serie A,20,2004,1.6,46,4,16,20,11,0,46,0,0,,0,,21,93,55,0,0,0,3,0,24,5,Matches
2297,Osame Sahraoui,ma MAR,"FW,MF",Lille,fr Ligue 1,23,2001,14.4,804,11,58,300,456,67,804,79,35,44.3,43,54.4,535,3452,1750,69,39,23,39,23,631,159,Matches
2298,Wesley Saïd,fr FRA,FW,Lens,fr Ligue 1,29,1995,10.1,325,3,21,151,156,41,325,19,9,47.4,10,52.6,185,884,419,16,10,8,18,9,239,53,Matches
2299,Théo Sainte-Luce,fr FRA,DF,Montpellier,fr Ligue 1,25,1998,11.3,490,45,161,193,139,18,490,20,12,60.0,8,40.0,199,1055,551,19,8,5,20,8,237,33,Matches
2300,Bukayo Saka,eng ENG,"FW,MF",Arsenal,eng Premier League,22,2001,19.2,979,6,57,216,715,162,978,90,41,45.6,37,41.1,628,4253,2460,96,32,51,34,40,711,255,Matches
2301,Faik Sakar,de GER,MF,RB Leipzig,de Bundesliga,16,2008,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
2302,Marco Sala,it ITA,DF,Como,it Serie A,25,1999,2.9,173,9,54,69,51,1,173,2,1,50.0,0,0.0,113,565,311,10,10,1,1,1,116,16,Matches
2303,Marco Sala,it ITA,DF,Lecce,it Serie A,25,1999,0.8,52,0,11,25,16,0,52,0,0,,0,,32,211,137,5,0,0,0,0,37,9,Matches
2304,Ibrahim Salah,ma MAR,FW,Brest,fr Ligue 1,22,2001,4.0,186,0,15,81,94,16,186,25,9,36.0,16,64.0,124,780,423,15,8,6,12,6,138,40,Matches
2305,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,32,1992,37.5,1695,11,97,500,1119,356,1686,137,58,42.3,72,52.6,1149,6973,3695,154,59,126,116,67,1407,488,Matches
2306,Anass Salah-Eddine,nl NED,DF,Roma,it Serie A,22,2002,1.7,117,3,25,45,49,4,117,3,0,0.0,3,100.0,61,431,283,8,5,2,2,1,86,15,Matches
2307,Amine Salama,fr FRA,FW,Reims,fr Ligue 1,24,2000,4.1,132,1,9,56,73,22,132,17,7,41.2,10,58.8,81,639,252,12,9,5,18,9,96,28,Matches
2308,Jan Salas,es ESP,"MF,FW",Mallorca,es La Liga,18,2005,0.5,32,1,10,13,9,0,32,0,0,,0,,13,83,69,1,1,0,1,0,21,4,Matches
2309,Kike Salas,es ESP,DF,Sevilla,es La Liga,22,2002,24.9,1710,177,883,707,129,27,1710,5,3,60.0,2,40.0,717,2745,1430,7,3,0,11,2,1022,18,Matches
2310,Manolis Saliakas,gr GRE,"MF,DF",St. Pauli,de Bundesliga,27,1996,25.7,1560,73,447,688,430,30,1560,9,3,33.3,5,55.6,653,2383,1293,28,34,2,6,6,876,80,Matches
2311,William Saliba,fr FRA,DF,Arsenal,eng Premier League,23,2001,33.8,2824,190,1127,1571,142,18,2824,19,12,63.2,6,31.6,1756,7626,4154,16,17,1,19,8,2137,6,Matches
2312,Mohammed Salisu,gh GHA,DF,Monaco,fr Ligue 1,25,1999,11.4,905,106,372,510,25,14,905,1,0,0.0,1,100.0,545,2800,1519,8,2,0,6,1,596,3,Matches
2313,Roland Sallai,hu HUN,"FW,MF",Freiburg,de Bundesliga,27,1997,0.5,25,0,3,7,15,2,25,1,0,0.0,1,100.0,16,173,88,4,1,2,1,1,18,2,Matches
2314,Yoann Salmier,gf GUF,DF,Le Havre,fr Ligue 1,31,1992,8.9,462,74,232,201,33,9,462,5,4,80.0,1,20.0,205,1202,630,7,3,0,4,0,236,1,Matches
2315,Lazar Samardzic,rs SRB,MF,Atalanta,it Serie A,22,2002,13.0,867,6,61,353,459,54,867,60,27,45.0,32,53.3,573,3612,1652,54,40,21,36,19,658,99,Matches
2316,Diadie Samassékou,ml MLI,MF,Hoffenheim,de Bundesliga,28,1996,3.2,190,8,36,114,42,1,190,5,4,80.0,1,20.0,92,317,112,3,3,0,1,3,122,2,Matches
2317,Mama Samba Baldé,gw GNB,FW,Lyon,fr Ligue 1,28,1995,0.4,15,1,2,6,7,2,15,3,0,0.0,3,100.0,7,65,28,1,1,0,1,1,9,2,Matches
2318,Mama Samba Baldé,gw GNB,FW,Brest,fr Ligue 1,28,1995,12.8,434,13,57,166,221,62,434,55,17,30.9,33,60.0,257,1761,851,35,16,23,37,19,311,100,Matches
2319,Brice Samba,fr FRA,GK,Rennes,fr Ligue 1,30,1994,17.0,723,550,708,15,0,0,723,0,0,,0,,404,1914,987,0,0,0,0,0,375,0,Matches
2320,Brice Samba,fr FRA,GK,Lens,fr Ligue 1,30,1994,15.0,549,405,540,9,0,0,549,1,1,100.0,0,0.0,323,1637,946,0,0,0,0,0,280,0,Matches
2321,Albert Sambi Lokonga,be BEL,MF,Sevilla,es La Liga,24,1999,16.3,1018,42,262,596,162,17,1018,10,4,40.0,4,40.0,533,2948,1640,24,14,1,19,13,746,20,Matches
2322,Junior Sambia,fr FRA,"DF,FW",Empoli,it Serie A,27,1996,4.3,244,5,25,126,95,8,244,19,7,36.8,8,42.1,105,512,232,5,6,1,8,6,113,20,Matches
2323,Chuky san jose,es ESP,MF,Valladolid,es La Liga,20,2004,8.1,232,5,37,107,89,12,232,9,4,44.4,5,55.6,107,481,251,6,5,1,14,5,145,27,Matches
2324,Antonio Sanabria,py PAR,FW,Torino,it Serie A,28,1996,14.6,377,16,43,199,140,34,376,11,6,54.5,5,45.5,227,898,220,6,6,1,32,23,301,54,Matches
2325,Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,24,2000,18.0,767,9,61,378,345,68,764,50,24,48.0,21,42.0,464,2996,1662,52,39,8,56,45,610,115,Matches
2326,Alexis Sánchez,cl CHI,FW,Udinese,it Serie A,35,1988,4.9,211,3,16,97,101,14,211,7,4,57.1,2,28.6,121,476,145,2,4,0,17,8,161,19,Matches
2327,Antonio Sánchez,es ESP,"MF,DF",Mallorca,es La Liga,27,1997,15.5,729,35,211,333,201,20,729,25,14,56.0,8,32.0,367,1900,780,18,14,7,26,7,404,53,Matches
2328,Iván Sánchez,es ESP,"MF,FW",Valladolid,es La Liga,31,1992,15.6,755,12,127,331,308,22,755,49,28,57.1,10,20.4,467,3520,2016,60,34,11,24,21,520,93,Matches
2329,Javi Sánchez,es ESP,DF,Valladolid,es La Liga,27,1997,22.5,1387,228,934,424,32,11,1387,2,2,100.0,0,0.0,720,3293,1625,4,3,0,8,1,968,4,Matches
2330,Juanlu Sánchez,es ESP,"MF,DF",Sevilla,es La Liga,20,2003,19.1,884,22,204,413,279,31,884,28,11,39.3,16,57.1,427,2330,1394,44,23,8,24,12,558,83,Matches
2331,Manu Sánchez,es ESP,DF,Alavés,es La Liga,23,2000,29.3,1477,71,431,615,443,29,1477,37,8,21.6,24,64.9,562,3141,1592,47,27,5,39,20,627,97,Matches
2332,Robert Sánchez,es ESP,GK,Chelsea,eng Premier League,26,1997,32.0,1323,980,1311,12,0,0,1323,0,0,,0,,881,4456,2852,0,0,0,0,0,822,0,Matches
2333,Jadon Sancho,eng ENG,FW,Chelsea,eng Premier League,24,2000,19.6,975,13,117,283,585,121,975,97,45,46.4,40,41.2,653,4450,2435,102,35,57,30,21,760,225,Matches
2334,Philipp Sander,de GER,MF,Gladbach,de Bundesliga,26,1998,15.6,921,53,257,524,151,17,921,18,11,61.1,6,33.3,473,2265,1024,16,15,5,16,7,575,29,Matches
2335,James Sands,us USA,"MF,DF",St. Pauli,de Bundesliga,24,2000,5.0,259,12,63,148,49,6,259,1,1,100.0,0,0.0,119,413,146,0,0,0,3,3,152,6,Matches
2336,Leroy Sané,de GER,FW,Bayern Munich,de Bundesliga,28,1996,18.2,1184,8,68,399,736,121,1184,100,39,39.0,55,55.0,787,5003,2266,75,47,38,65,27,953,266,Matches
2337,Arouna Sangante,sn SEN,DF,Le Havre,fr Ligue 1,22,2002,13.8,949,95,450,458,48,15,949,6,5,83.3,1,16.7,546,2731,1424,11,5,0,12,7,625,3,Matches
2338,Ibrahim Sangaré,ci CIV,MF,Nott'ham Forest,eng Premier League,26,1997,6.6,407,26,110,247,52,7,407,1,0,0.0,1,100.0,171,759,283,1,2,0,5,4,236,4,Matches
2339,Nhoa Sangui,fr FRA,"DF,MF",Reims,fr Ligue 1,18,2006,12.9,708,30,221,330,165,9,708,19,10,52.6,8,42.1,362,2006,1092,21,17,3,17,15,440,53,Matches
2340,Maroan Sannadi,ma MAR,FW,Athletic Club,es La Liga,23,2001,8.4,282,2,12,128,145,44,282,30,14,46.7,13,43.3,198,1096,512,21,7,9,41,18,237,67,Matches
2341,Kaishu Sano,jp JPN,MF,Mainz 05,de Bundesliga,23,2000,33.8,1814,68,411,1083,344,39,1814,51,32,62.7,16,31.4,894,4664,2250,53,43,9,39,31,1027,46,Matches
2342,Morgan Sanson,fr FRA,MF,Nice,fr Ligue 1,29,1994,2.6,145,2,21,74,52,9,145,5,2,40.0,3,60.0,89,438,165,5,5,1,8,2,106,17,Matches
2343,Nicola Sansone,it ITA,"MF,FW",Lecce,it Serie A,32,1991,0.7,29,1,4,10,15,3,29,1,0,0.0,1,100.0,20,83,7,0,1,0,1,1,20,5,Matches
2344,Baptiste Santamaria,fr FRA,MF,Nice,fr Ligue 1,29,1995,10.3,589,25,140,362,95,14,589,13,8,61.5,5,38.5,277,1192,647,10,10,0,15,7,394,11,Matches
2345,Baptiste Santamaria,fr FRA,MF,Rennes,fr Ligue 1,29,1995,5.4,377,12,93,226,58,4,377,5,1,20.0,4,80.0,198,715,216,3,5,0,12,5,256,9,Matches
2346,Jesús Santiago,es ESP,MF,Getafe,es La Liga,20,2004,4.1,184,7,40,109,37,4,184,7,1,14.3,6,85.7,97,490,239,4,5,0,8,0,97,4,Matches
2347,Andrey Santos,br BRA,MF,Strasbourg,fr Ligue 1,20,2004,31.7,1983,108,634,1159,213,36,1983,37,18,48.6,14,37.8,1015,4117,2383,29,14,3,44,11,1276,26,Matches
2348,Kauã Santos,br BRA,GK,Eint Frankfurt,de Bundesliga,21,2003,8.5,326,280,325,1,0,0,326,0,0,,0,,191,845,553,0,0,0,0,0,153,0,Matches
2349,Tiago Santos,pt POR,DF,Lille,fr Ligue 1,22,2002,4.5,285,6,50,116,120,21,285,21,12,57.1,8,38.1,191,1183,661,24,17,4,13,3,206,43,Matches
2350,Pablo Sarabia,es ESP,"MF,FW",Wolves,eng Premier League,32,1992,9.0,552,4,58,271,226,24,552,15,6,40.0,7,46.7,325,1497,731,15,15,0,22,14,387,62,Matches
2351,Jeremy Sarmiento,ec ECU,MF,Brighton,eng Premier League,22,2002,0.1,8,0,0,6,2,0,8,0,0,,0,,6,61,10,0,0,0,1,0,7,2,Matches
2352,Amin Sarr,se SWE,FW,Hellas Verona,it Serie A,23,2001,21.2,681,21,54,302,328,58,681,33,14,42.4,18,54.5,345,1701,712,31,13,11,57,26,495,103,Matches
2353,Ismaila Sarr,sn SEN,MF,Crystal Palace,eng Premier League,26,1998,30.1,1091,48,180,411,511,135,1091,61,17,27.9,35,57.4,608,3732,2117,76,47,28,70,43,740,183,Matches
2354,Malang Sarr,fr FRA,DF,Lens,fr Ligue 1,25,1999,15.4,1105,111,498,554,59,9,1105,4,2,50.0,2,50.0,665,3337,1458,4,6,1,4,4,754,1,Matches
2355,Mamadou Sarr,fr FRA,DF,Strasbourg,fr Ligue 1,18,2005,26.3,1953,247,1062,858,42,12,1953,19,10,52.6,9,47.4,1241,5333,2691,7,9,1,16,10,1464,1,Matches
2356,Martin Satriano,uy URU,"FW,DF",Lens,fr Ligue 1,23,2001,1.0,52,1,10,16,26,11,52,2,1,50.0,1,50.0,24,127,41,2,2,1,5,2,35,14,Matches
2357,Razvan Sava,ro ROU,GK,Udinese,it Serie A,22,2002,12.0,423,345,423,0,0,0,423,0,0,,0,,262,1182,698,0,0,0,1,0,236,0,Matches
2358,Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,32,1991,26.3,1748,23,188,997,575,35,1746,67,27,40.3,35,52.2,909,4394,1948,26,36,4,46,31,1131,108,Matches
2359,Sávio,br BRA,"FW,MF",Manchester City,eng Premier League,20,2004,19.6,1095,14,55,286,774,154,1095,113,52,46.0,40,35.4,783,6489,3559,137,45,75,42,38,852,246,Matches
2360,Nicolò Savona,it ITA,DF,Juventus,it Serie A,21,2003,19.2,1227,60,438,597,199,15,1227,11,6,54.5,5,45.5,778,3980,1691,35,26,0,9,4,869,44,Matches
2361,Saba Sazonov,ge GEO,DF,Torino,it Serie A,22,2002,0.0,1,1,1,0,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
2362,Joe Scally,us USA,DF,Gladbach,de Bundesliga,21,2002,28.6,1850,107,701,851,312,22,1850,59,31,52.5,26,44.1,980,5418,2644,52,27,3,25,23,1163,69,Matches
2363,Giorgio Scalvini,it ITA,DF,Atalanta,it Serie A,20,2003,3.0,228,11,87,116,29,4,228,7,5,71.4,2,28.6,158,685,380,5,1,0,2,0,171,7,Matches
2364,Gianluca Scamacca,it ITA,FW,Atalanta,it Serie A,25,1999,0.1,2,0,0,1,1,1,2,0,0,,0,,2,1,0,0,0,0,0,0,2,0,Matches
2365,Oliver Scarles,eng ENG,"DF,FW",West Ham,eng Premier League,18,2005,7.4,466,32,159,179,133,9,466,7,2,28.6,5,71.4,219,871,483,12,9,2,12,3,272,44,Matches
2366,Dane Scarlett,eng ENG,"FW,MF",Tottenham,eng Premier League,20,2004,0.4,9,1,3,5,1,1,9,0,0,,0,,5,66,33,1,0,0,0,1,4,1,Matches
2367,Kevin Schade,de GER,FW,Brentford,eng Premier League,22,2001,25.5,883,43,154,238,507,146,883,89,30,33.7,52,58.4,434,3086,1357,61,28,38,60,36,543,165,Matches
2368,András Schäfer,hu HUN,MF,Union Berlin,de Bundesliga,25,1999,17.0,799,39,185,410,211,20,799,29,13,44.8,13,44.8,362,1697,698,23,16,4,27,9,400,42,Matches
2369,Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,32,1991,32.6,2319,266,1178,991,162,42,2319,13,8,61.5,3,23.1,1438,6526,3744,18,27,2,12,6,1609,22,Matches
2370,Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,28,1996,18.7,578,16,52,244,287,108,577,26,10,38.5,14,53.8,312,1042,266,7,2,7,43,30,452,107,Matches
2371,Stefan Schimmer,de GER,"FW,MF",Heidenheim,de Bundesliga,30,1994,2.7,84,5,7,33,44,15,84,1,0,0.0,1,100.0,38,133,23,0,0,0,5,0,48,15,Matches
2372,Joël Schingtienne,be BEL,DF,Venezia,it Serie A,21,2002,12.5,611,48,270,288,60,4,611,9,5,55.6,4,44.4,299,1463,669,5,6,0,16,5,320,4,Matches
2373,Xaver Schlager,at AUT,MF,RB Leipzig,de Bundesliga,26,1997,2.0,123,5,30,80,14,1,123,1,1,100.0,0,0.0,56,310,225,5,0,0,3,2,89,2,Matches
2374,Keven Schlotterbeck,de GER,DF,Augsburg,de Bundesliga,27,1997,14.4,845,101,395,394,59,19,845,3,3,100.0,0,0.0,424,1437,731,3,5,0,8,0,510,2,Matches
2375,Nico Schlotterbeck,de GER,DF,Dortmund,de Bundesliga,24,1999,22.0,2297,193,831,1338,150,21,2297,22,14,63.6,5,22.7,1467,6646,4107,37,30,1,12,10,1674,14,Matches
2376,Jeffrey Schlupp,gh GHA,"MF,DF",Crystal Palace,eng Premier League,31,1992,1.1,79,2,9,31,41,6,79,1,1,100.0,0,0.0,30,150,67,4,1,1,7,0,41,9,Matches
2377,Romano Schmid,at AUT,MF,Werder Bremen,de Bundesliga,24,2000,31.5,1988,25,244,940,832,104,1987,95,45,47.4,45,47.4,1315,6932,3864,107,76,28,75,55,1502,201,Matches
2378,Niklas Schmidt,de GER,MF,Toulouse,fr Ligue 1,26,1998,2.3,194,7,37,110,50,2,194,1,0,0.0,1,100.0,109,489,228,2,3,0,0,2,123,1,Matches
2379,Jan Schöppner,de GER,MF,Heidenheim,de Bundesliga,25,1999,29.8,1440,103,407,719,325,64,1440,32,14,43.8,18,56.3,704,3817,1993,35,26,5,40,24,801,48,Matches
2380,Marvin Schulz,de GER,"MF,DF",Holstein Kiel,de Bundesliga,29,1995,3.4,220,22,91,100,32,1,220,4,1,25.0,2,50.0,95,536,300,5,4,1,8,2,114,2,Matches
2381,Alexander Schwolow,de GER,GK,Union Berlin,de Bundesliga,32,1992,6.0,218,177,218,0,0,0,218,0,0,,0,,138,591,322,0,0,0,0,0,123,0,Matches
2382,Léo Scienza,br BRA,"FW,MF",Heidenheim,de Bundesliga,25,1998,12.8,584,8,71,248,286,44,584,83,37,44.6,35,42.2,368,3423,2126,70,40,17,41,13,369,90,Matches
2383,Alex Scott,eng ENG,MF,Bournemouth,eng Premier League,20,2003,8.4,485,24,90,257,144,18,485,26,6,23.1,13,50.0,247,1401,663,15,10,3,23,8,294,33,Matches
2384,Simone Scuffet,it ITA,GK,Cagliari,it Serie A,28,1996,13.0,442,382,438,4,0,0,442,0,0,,0,,201,1040,641,0,0,0,0,0,178,0,Matches
2385,Simone Scuffet,it ITA,GK,Napoli,it Serie A,28,1996,1.0,46,45,46,0,0,0,46,0,0,,0,,27,156,51,0,0,0,0,0,18,0,Matches
2386,Jérémy Sebas,mq MTQ,"FW,MF",Strasbourg,fr Ligue 1,21,2003,2.1,70,2,11,25,35,9,70,8,6,75.0,2,25.0,41,245,156,6,2,2,6,4,46,10,Matches
2387,Aleksandar Sedlar,rs SRB,DF,Alavés,es La Liga,32,1991,6.6,296,27,138,156,3,2,296,1,0,0.0,1,100.0,141,793,489,2,2,0,0,0,156,1,Matches
2388,Jacopo Seghetti,it ITA,GK,Empoli,it Serie A,19,2005,1.0,24,17,24,0,0,0,24,0,0,,0,,12,53,44,0,0,0,0,0,9,0,Matches
2389,Alidu Seidu,gh GHA,DF,Rennes,fr Ligue 1,24,2000,8.9,616,41,205,329,90,5,616,18,9,50.0,3,16.7,338,2129,1091,23,18,4,5,10,337,17,Matches
